Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_T6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_T6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Peak_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7
WASP-12b_00162_bdf.fits,0,56319.682754,2456319.682754,2456319.682175,2456319.687621,2456319.688385,1.020235,78.553176,-20.000000,100,6.509110,29.672297,21.015536,18,32,48,0.228569,0.313711,0.253271,0.355317,0.193246,0.165793,0.156068,0.000318,0.000440,0.000389,0.000477,0.000341,0.000286,0.000314,718.907230,712.563679,651.303949,745.021360,566.225234,580.295202,497.131683,5070734.595060,3134.882922,2400.242550,2079.494544,6.509098,29.672303,1159012.889593,1017.876020,1444.202699,4321.414062,1028.467772,3469,22.248505,19.094633,66.432845,0.999918,635674.416828,1876.289834,2194.351578,6.513393,29.660017,1210879.450050,1459.516499,4401.998535,1029.246345,22.342334,19.117143,74.767999,0.999914,693374.832820,2744.745434,1398.929647,6.506274,29.745037,1024734.631199,1404.110636,4264.643555,1025.807483,21.235480,18.649092,287.808266,0.999924,560817.585961,3796.251057,2010.859501,6.497660,29.679284,1329370.397875,1491.278299,5595.515137,1032.563754,19.393226,17.849165,88.053138,0.998026,1165891.193024,1814.833705,2302.173532,6.513897,29.648493,821206.190515,1343.049167,3289.163330,1026.390564,22.268701,19.087710,80.661736,0.999878,318630.035514,2865.897411,328.760460,6.505298,29.859542,840692.679161,1352.292513,4239.282227,1027.488797,17.739630,17.300041,339.938119,0.998377,553205.448550,2431.321595,1749.489413,6.508844,29.707575,684543.925421,1303.105450,3079.784424,1026.597296,21.880876,18.939175,65.851885,0.999912,232426.898981
WASP-12b_00163_bdf.fits,0,56319.684133,2456319.684133,2456319.683555,2456319.689000,2456319.689764,1.021226,78.280995,-20.000000,100,6.509110,29.672297,20.145736,18,32,48,0.228573,0.313920,0.252886,0.354503,0.192906,0.165249,0.157147,0.000309,0.000428,0.000378,0.000464,0.000332,0.000277,0.000306,739.103198,732.622543,669.541856,764.479885,580.294641,595.603834,514.372724,5241851.545134,3153.061937,2402.642467,2081.537470,6.509098,29.672297,1198145.109139,1017.876020,1452.062028,4934.653320,1025.281843,3516,21.338913,18.338601,352.668226,0.999121,876985.201092,1878.625262,2196.387012,6.513394,29.660013,1252377.506387,1467.932057,4995.437012,1026.638930,21.572172,18.374023,350.141593,0.999085,951330.789953,2747.147753,1400.955250,6.506274,29.745029,1058030.247943,1410.142951,4804.678223,1022.434293,20.128504,17.869633,344.029028,0.998672,772367.253555,3798.658879,2012.834328,6.497660,29.679276,1371906.410851,1501.450484,6778.247559,1029.536128,18.283707,16.936363,287.390764,0.999810,1603326.938075,1817.144302,2304.257789,6.513898,29.648484,847665.743983,1353.515442,3673.990723,1024.456529,21.592706,18.335790,352.865110,0.999189,437159.930099,2868.352147,330.758785,6.505298,29.859531,866208.869641,1357.797890,4802.178711,1024.193781,17.095264,16.476421,344.631469,0.993162,738280.238724,2433.672234,1751.488640,6.508844,29.707572,711871.635971,1308.477858,3401.627197,1022.461310,21.008889,18.198379,349.701550,0.998927,322729.046393
WASP-12b_00164_bdf.fits,0,56319.685512,2456319.685512,2456319.684934,2456319.690379,2456319.691143,1.022271,78.000927,-20.030000,100,6.509110,29.672297,20.391692,18,32,48,0.228740,0.313657,0.253069,0.354247,0.193138,0.165879,0.157163,0.000312,0.000432,0.000382,0.000468,0.000335,0.000280,0.000309,733.770980,725.854511,663.350897,757.457139,576.543231,593.414323,509.376433,5178803.830103,3143.093583,2401.244648,2080.419318,6.509098,29.672290,1184599.139992,1017.876020,1445.473510,4623.124023,1022.501655,3485,21.527597,18.702011,43.152383,0.999995,766045.873905,1877.234626,2195.293741,6.513393,29.660003,1236523.305065,1463.132569,4778.265625,1023.430569,21.719955,18.751077,50.701232,0.999998,819889.288089,2745.722201,1399.744548,6.506274,29.745031,1045908.095851,1407.166604,4596.432129,1021.521210,20.423621,18.233971,327.435976,0.999909,673301.773409,3797.163492,2011.667596,6.497659,29.679277,1354684.595204,1496.651442,6145.736328,1026.524877,18.741041,17.414306,89.642900,0.998714,1379959.421353,1815.798283,2303.113927,6.513897,29.648479,838315.302960,1346.608438,3529.028809,1021.006134,21.752546,18.715930,328.538441,0.999971,380042.530663,2866.813628,329.486604,6.505298,29.859536,859052.961323,1350.498290,4668.746582,1021.565744,17.370976,16.918124,344.370781,0.997551,649756.751692,2432.307047,1750.324497,6.508843,29.707570,703372.531025,1305.696243,3225.246826,1019.843606,21.206108,18.602190,67.581578,0.999996,279129.555824
WASP-12b_00165_bdf.fits,0,56319.686892,2456319.686892,2456319.686313,2456319.691758,2456319.692522,1.023372,77.713523,-20.030000,100,6.509110,29.672297,20.504917,18,32,48,0.228497,0.313983,0.252970,0.354875,0.192840,0.165862,0.156817,0.000319,0.000441,0.000390,0.000479,0.000343,0.000286,0.000316,717.293381,711.230769,648.138786,741.553282,562.836527,579.939722,497.014843,5037391.597083,3125.921260,2398.953814,2081.438484,6.509098,29.672293,1151027.860917,1017.876020,1436.952697,4384.906250,1020.271540,3442,21.854148,19.054305,74.466182,0.999774,629943.681790,1874.902627,2196.290098,6.513394,29.660008,1203710.952091,1452.214015,4454.093262,1020.831209,22.031717,19.110199,74.346396,0.999750,682227.940810,2743.462252,1400.717817,6.506274,29.745035,1017029.231805,1400.901778,4123.049805,1018.205731,20.600243,18.637542,69.552967,0.999965,558820.153043,3795.011931,2012.781977,6.497660,29.679276,1319416.987750,1487.959563,5775.585938,1025.818385,18.682551,17.882795,81.736627,0.998051,1162852.493865,1813.493745,2304.148799,6.513897,29.648481,814369.644299,1340.514592,3426.488281,1018.867826,21.730130,19.082594,65.210338,0.999839,314404.937559,2864.634778,330.458922,6.505298,29.859531,835513.902413,1344.163794,4205.838867,1018.342878,17.185589,17.493980,347.510708,0.999308,526848.551091,2430.043422,1751.359327,6.508843,29.707569,682864.781139,1299.588147,3097.504883,1017.253797,21.450041,18.970456,78.928734,0.999786,228225.130935
WASP-12b_00166_bdf.fits,0,56319.688271,2456319.688271,2456319.687692,2456319.693137,2456319.693901,1.024528,77.419268,-20.020000,100,6.509110,29.672297,20.910578,18,32,48,0.228733,0.313651,0.252530,0.355034,0.193247,0.165648,0.156952,0.000314,0.000434,0.000383,0.000470,0.000337,0.000282,0.000310,728.882847,723.444931,658.917971,754.887853,573.082114,588.314436,505.496495,5168345.652510,3152.405901,2402.506229,2079.450809,6.509099,29.672306,1182173.408707,1017.876020,1452.798588,4264.644043,1033.133165,3406,22.164113,18.856476,51.677818,0.999507,704739.134165,1878.557189,2194.409084,6.513394,29.660010,1234007.511395,1463.796213,4389.210449,1033.595817,22.357699,18.936365,53.530780,0.999433,755176.966255,2746.988365,1398.987375,6.506275,29.745029,1042020.022332,1412.197561,4165.264648,1032.451927,20.950089,18.388804,58.958875,0.999828,612986.660801,3798.521564,2010.893359,6.497660,29.679281,1354163.094859,1499.585063,5689.806641,1037.083714,19.055480,17.530115,73.958877,0.997155,1306494.757904,1817.108002,2302.246857,6.513897,29.648484,837017.577292,1352.944684,3317.864502,1032.085176,22.328623,18.894273,52.884163,0.999392,349174.976038,2868.175475,328.873314,6.505298,29.859529,856127.576159,1358.302391,4459.457031,1031.734191,17.681565,17.023457,354.999393,0.998811,606245.858295,2433.634030,1749.486226,6.508844,29.707574,701137.446633,1312.039243,3069.820801,1031.571458,21.836479,18.751777,51.129305,0.999556,256774.940446
WASP-12b_00167_bdf.fits,0,56319.689650,2456319.689650,2456319.689071,2456319.694516,2456319.695281,1.025739,77.118658,-20.000000,100,6.509110,29.672297,20.048329,18,32,48,0.229578,0.313374,0.253220,0.355489,0.192719,0.165251,0.156742,0.000314,0.000433,0.000383,0.000469,0.000336,0.000280,0.000309,731.895676,723.887429,661.195315,757.440169,573.951033,589.246369,506.746464,5181276.952770,3152.710833,2400.270746,2080.160896,6.509098,29.672297,1189505.075767,1017.876020,1455.172113,4799.799316,1032.133178,3445,21.164371,18.523832,49.384198,0.999808,795361.607110,1876.280779,2195.050183,6.513394,29.660009,1236263.640833,1466.915507,4731.358398,1034.036445,21.326219,18.518345,45.183007,0.999714,863739.775394,2744.764432,1399.514222,6.506274,29.745033,1046905.980238,1413.427158,4604.704590,1030.558803,20.222062,18.076748,21.020479,0.999965,699383.157082,3796.298891,2011.511530,6.497660,29.679277,1358837.123317,1498.714338,6248.124023,1036.576798,18.375393,17.253452,82.410860,0.998535,1437158.207707,1814.782707,2302.908564,6.513897,29.648482,837189.961132,1351.409446,3616.956055,1032.036033,21.347804,18.535622,50.767245,0.999768,393760.238067,2865.918850,329.297748,6.505298,29.859530,856210.179942,1356.449091,4584.793945,1032.829957,17.042243,16.709778,346.210746,0.997844,673238.511290,2431.322080,1750.071190,6.508844,29.707575,702080.247250,1310.540348,3291.203613,1029.995671,20.860211,18.380417,42.547899,0.999759,289157.179161
WASP-12b_00168_bdf.fits,0,56319.691029,2456319.691029,2456319.690450,2456319.695895,2456319.696660,1.027007,76.812136,-20.000000,100,6.509110,29.672297,20.121383,18,32,48,0.229375,0.314675,0.252901,0.354425,0.193039,0.165031,0.156481,0.000315,0.000436,0.000385,0.000471,0.000338,0.000282,0.000311,729.092906,721.806641,657.549721,752.166693,571.920676,584.943391,503.311316,5157438.032821,3154.415580,2400.011613,2080.610736,6.509098,29.672299,1182989.386245,1017.876020,1452.291052,4848.850586,1040.435759,3472,21.292562,18.524506,16.236257,0.998451,781830.334500,1875.983896,2195.442605,6.513394,29.660019,1234461.506302,1467.243138,4836.892578,1041.428487,21.528450,18.531834,19.876169,0.998241,849214.910495,2744.428014,1399.908053,6.506274,29.745041,1041039.535696,1413.481298,4661.145508,1037.880628,20.218944,18.060960,7.379168,0.998313,690032.359392,3795.933408,2011.925162,6.497660,29.679270,1349596.170810,1500.814486,6308.535156,1044.180330,18.440133,17.259882,43.591358,0.999444,1414136.930314,1814.542544,2303.349051,6.513897,29.648486,834497.861415,1351.398903,3624.701660,1037.829948,21.356257,18.545928,17.658334,0.998355,390377.979899,2865.579620,329.665050,6.505298,29.859545,851135.631186,1358.764195,4780.831055,1041.017192,16.835361,16.737014,359.005470,0.994304,667362.152568,2431.001258,1750.426637,6.508844,29.707588,697842.958597,1311.824199,3285.503174,1038.358814,21.177972,18.393064,18.659830,0.998668,282890.493324
WASP-12b_00169_bdf.fits,0,56319.692408,2456319.692408,2456319.691830,2456319.697275,2456319.698039,1.028331,76.500044,-20.010000,100,6.509110,29.672297,20.322609,18,32,48,0.230094,0.314320,0.251976,0.355215,0.192838,0.165020,0.157158,0.000311,0.000430,0.000379,0.000465,0.000333,0.000278,0.000307,739.684592,731.296046,664.932277,763.813155,579.621573,593.382652,512.130315,5246631.976886,3164.612892,2402.939838,2080.868628,6.509098,29.672299,1207217.722005,1017.876020,1460.630527,5090.842285,1037.565632,3427,21.475655,18.384394,12.646228,0.998944,885724.762066,1878.913315,2195.743476,6.513394,29.660013,1254734.577254,1472.646914,5235.727051,1038.134948,21.660935,18.423374,8.409708,0.998930,948309.803243,2747.373309,1400.232588,6.506274,29.745036,1055952.380943,1419.135356,4955.153809,1035.740514,20.344822,17.911812,359.490369,0.999013,758650.431477,3798.907375,2012.163539,6.497659,29.679281,1375192.418936,1504.498216,6579.211914,1041.791686,18.654392,17.040345,58.776160,0.999798,1568139.886741,1817.441323,2303.648891,6.513897,29.648481,848187.484441,1355.467570,3817.538330,1036.331610,21.642898,18.444575,7.394496,0.999138,433446.798025,2868.587683,330.139065,6.505298,29.859530,865797.070403,1362.431155,4920.226074,1037.176507,17.321468,16.444208,353.599056,0.993632,735367.934080,2433.948536,1750.738358,6.508844,29.707583,712565.115312,1315.801448,3472.369873,1033.825481,21.158091,18.293570,9.815765,0.999178,316704.706513
WASP-12b_00170_bdf.fits,0,56319.693788,2456319.693788,2456319.693209,2456319.698654,2456319.699418,1.029711,76.182861,-20.010000,100,6.509110,29.672297,20.814793,18,32,48,0.230533,0.314264,0.252628,0.356421,0.192337,0.165917,0.156239,0.000314,0.000434,0.000383,0.000471,0.000335,0.000281,0.000309,734.705626,724.612943,660.056482,757.453543,573.464671,590.798299,505.656675,5187049.968415,3157.278070,2401.848016,2081.575788,6.509098,29.672297,1195786.254984,1017.876020,1455.752328,4747.709473,1037.179878,3478,21.957910,18.817165,6.725470,0.999773,762272.646495,1877.934524,2196.493168,6.513393,29.660007,1240314.850065,1469.211512,4793.373047,1038.458566,22.180446,18.894291,5.791965,0.999819,812923.813215,2746.319225,1400.959837,6.506274,29.745033,1046114.814035,1415.465582,4531.822754,1035.855057,20.895121,18.318004,341.237494,0.999429,664273.327273,3797.799271,2012.865271,6.497659,29.679277,1362979.366043,1502.826078,6101.189941,1040.136247,18.997392,17.511527,270.550451,0.999596,1359443.934190,1816.505938,2304.347382,6.513897,29.648479,836729.072402,1351.944196,3516.756104,1035.550195,22.107910,18.891650,5.706322,0.999925,370579.686521,2867.500764,330.755831,6.505298,29.859532,860621.882724,1359.260236,4633.010254,1036.164330,17.809765,16.957532,346.399880,0.995412,644337.802882,2432.923191,1751.549934,6.508843,29.707571,700911.865871,1311.503030,3301.216064,1035.657951,21.755003,18.659323,10.510516,0.999835,274659.184453
WASP-12b_00171_bdf.fits,0,56319.695167,2456319.695167,2456319.694588,2456319.700033,2456319.700797,1.031148,75.860926,-20.010000,100,6.509110,29.672297,20.134639,18,32,48,0.230581,0.313926,0.253177,0.355037,0.192723,0.166216,0.156677,0.000315,0.000435,0.000383,0.000470,0.000337,0.000282,0.000311,731.930128,722.370845,660.461835,755.483742,571.610790,589.792495,504.105410,5192679.730622,3168.504699,2399.458767,2080.334931,6.509098,29.672291,1197331.478818,1017.876020,1463.643016,4897.706543,1049.751920,3373,21.342821,18.528408,51.606156,0.999955,829766.748929,1875.472007,2195.207080,6.513394,29.660006,1240647.073021,1474.656995,4926.582031,1048.984114,21.423810,18.599819,58.625883,0.999790,872623.343117,2743.996169,1399.624222,6.506274,29.745030,1049068.293483,1417.101705,4723.187500,1046.658088,20.352256,18.004600,347.222370,0.999986,717283.855123,3795.499958,2011.637069,6.497660,29.679280,1360547.377910,1504.326802,6335.742676,1053.239968,18.398789,17.211172,88.462220,0.998188,1474462.910142,1814.077169,2303.038655,6.513897,29.648482,839045.740472,1360.317219,3669.745850,1047.652793,21.440063,18.572496,63.173899,0.999937,399902.183481,2865.147218,329.331467,6.505299,29.859526,863104.311325,1365.351238,4700.857422,1046.472989,17.185444,16.704018,345.073472,0.998409,685418.848019,2430.534229,1750.237240,6.508844,29.707568,703371.245736,1320.291434,3339.326416,1047.913392,20.799291,18.372620,60.491037,0.999906,298378.359951
WASP-12b_00172_bdf.fits,0,56319.696546,2456319.696546,2456319.695967,2456319.701412,2456319.702176,1.032642,75.534550,-20.010000,100,6.509110,29.672297,20.298557,18,32,48,0.230545,0.313797,0.253029,0.355968,0.192503,0.165955,0.156432,0.000316,0.000437,0.000385,0.000474,0.000338,0.000283,0.000312,729.000923,718.609668,656.813835,751.345831,568.790415,586.588020,501.641603,5167529.208910,3169.458601,2401.623598,2080.300167,6.509098,29.672295,1191350.030376,1017.876020,1461.764748,4650.854980,1053.977656,3431,21.471663,18.756752,29.334487,0.999864,750099.994512,1877.621400,2195.170188,6.513394,29.660011,1234251.423087,1474.788033,4766.257812,1054.558925,21.584463,18.746498,24.282584,0.999827,800466.542146,2746.066180,1399.651326,6.506275,29.745034,1043499.715868,1417.594550,4476.224609,1051.073709,20.374409,18.244098,355.923668,0.999804,655903.411954,3797.674479,2011.537960,6.497659,29.679276,1356576.729981,1508.429800,6192.750488,1058.378011,18.536542,17.434630,78.851172,0.999070,1370610.223524,1816.263625,2303.028470,6.513897,29.648483,834181.630271,1359.070227,3548.211182,1051.364495,21.785221,18.717982,17.314980,0.999682,368113.265673,2867.286692,329.458003,6.505298,29.859538,857575.813949,1364.075876,4617.275391,1053.031906,17.018566,16.942866,349.635652,0.997153,638979.387277,2432.694690,1750.240093,6.508844,29.707572,699019.709704,1318.507272,3269.421143,1051.132696,21.319036,18.610356,18.125570,0.999697,267609.729409
WASP-12b_00173_bdf.fits,0,56319.697925,2456319.697925,2456319.697346,2456319.702791,2456319.703555,1.034194,75.204015,-20.010000,100,6.509110,29.672297,21.504475,18,32,48,0.230962,0.312750,0.252638,0.357201,0.192934,0.167179,0.156277,0.000326,0.000448,0.000397,0.000488,0.000349,0.000292,0.000321,708.878088,697.537318,636.197186,731.725241,553.034803,571.921353,486.565810,5000840.589681,3157.800959,2398.026180,2081.174692,6.509098,29.672307,1155006.255441,1017.876020,1456.995094,4195.111328,1067.470236,3505,22.666650,19.539980,308.954319,0.999313,544437.637640,1873.954223,2196.072341,6.513394,29.660018,1191402.062527,1467.135500,4214.433594,1070.111438,22.801159,19.536649,307.578122,0.999477,577808.880047,2742.481467,1400.585515,6.506275,29.745043,1008592.278564,1415.919373,3975.065430,1065.951064,21.505373,19.135064,311.697009,0.999138,477443.020048,3793.936638,2012.554701,6.497660,29.679280,1316169.616670,1500.062293,5307.568359,1070.811115,19.906286,18.409524,288.210017,0.997161,979817.340378,1812.505033,2303.941811,6.513898,29.648489,808788.069675,1354.965329,3157.455566,1066.032403,22.747875,19.554390,312.048774,0.999351,263986.585122,2863.712308,330.508585,6.505298,29.859541,836034.578777,1363.144223,3986.063477,1065.426658,18.380101,17.945592,324.890447,0.995716,462943.037229,2429.084404,1751.153833,6.508844,29.707581,675888.562245,1314.638631,2918.010010,1064.469955,22.523883,19.390693,310.273303,0.999422,195795.882235
WASP-12b_00174_bdf.fits,0,56319.699304,2456319.699304,2456319.698726,2456319.704170,2456319.704934,1.035803,74.869617,-20.010000,100,6.509110,29.672297,21.136678,18,32,48,0.231108,0.313316,0.253186,0.356483,0.192317,0.165538,0.156473,0.000326,0.000448,0.000397,0.000487,0.000349,0.000293,0.000322,709.621900,698.698756,637.222021,731.371852,551.660017,565.893116,485.367809,5021657.440209,3171.541060,2402.062592,2079.173546,6.509098,29.672302,1160545.102699,1017.876020,1461.993894,4346.264648,1079.073739,3343,22.422895,19.322061,5.266008,0.997822,587589.212667,1878.053053,2194.052633,6.513394,29.660017,1198008.792221,1471.414735,4303.186523,1080.261535,22.669530,19.340804,5.726233,0.997890,622421.148004,2746.458946,1398.523815,6.506275,29.745039,1014543.423289,1421.113324,4113.286133,1076.841752,21.152310,18.907177,2.011432,0.997063,513428.801530,3797.956338,2010.465829,6.497660,29.679275,1319689.644547,1505.162213,5498.730957,1083.587024,19.344819,18.160577,14.387379,0.999649,1056286.326958,1816.539701,2301.936239,6.513898,29.648486,809977.476034,1360.974294,3287.996338,1079.112132,22.548075,19.335667,6.263705,0.997340,286072.180093,2867.589850,328.225053,6.505298,29.859548,831276.124672,1371.938749,4160.317383,1080.012343,17.651417,17.709409,355.273630,0.990446,492594.490461,2433.078097,1749.154292,6.508844,29.707574,679438.104118,1325.248647,2982.754395,1075.972303,22.167697,19.222054,5.487182,0.997721,208968.792962
WASP-12b_00175_bdf.fits,0,56319.700683,2456319.700683,2456319.700105,2456319.705549,2456319.706314,1.037471,74.531608,-20.010000,100,6.509110,29.672297,20.221691,18,32,48,0.231778,0.313972,0.252498,0.355780,0.193034,0.165691,0.156387,0.000319,0.000439,0.000388,0.000476,0.000342,0.000285,0.000314,726.672535,715.803915,650.700300,747.919502,565.013333,580.446041,497.838091,5171217.886073,3191.298095,2400.186644,2079.855666,6.509098,29.672305,1198574.806365,1017.876020,1474.248807,5068.557617,1081.237849,3454,21.385001,18.519024,20.556421,0.999523,837691.429069,1876.156560,2194.860883,6.513394,29.660007,1235655.044945,1480.561944,5202.286133,1082.950507,21.483000,18.566901,22.531608,0.999535,885492.737463,2744.645500,1399.261157,6.506275,29.745034,1042495.300755,1431.093710,4889.858398,1080.123327,20.183415,18.071116,6.199433,0.999529,714841.903687,3796.206433,2011.213785,6.497659,29.679276,1357017.231498,1514.311224,6793.502930,1086.826162,18.420435,17.217577,71.196965,0.999156,1477084.558724,1814.740688,2302.695770,6.513898,29.648483,836707.555691,1372.462660,3856.611328,1079.892251,21.606145,18.608606,26.180004,0.999449,402440.384680,2865.857553,329.067905,6.505299,29.859524,856824.905463,1378.194005,4813.905762,1080.836105,17.228346,16.707464,354.775511,0.996493,681816.941355,2431.249020,1749.855802,6.508844,29.707573,699342.753184,1329.472986,3443.021240,1080.133938,21.245497,18.399451,25.103487,0.999664,296644.539170
WASP-12b_00176_bdf.fits,0,56319.702063,2456319.702063,2456319.701484,2456319.706928,2456319.707693,1.039198,74.190231,-20.010000,100,6.509110,29.672297,20.581282,18,32,48,0.231457,0.313852,0.252766,0.356194,0.192418,0.165657,0.156530,0.000323,0.000445,0.000393,0.000483,0.000346,0.000289,0.000318,716.934822,705.480426,643.065935,736.861939,556.863881,572.859227,491.709488,5106385.321630,3194.898892,2401.048429,2080.947958,6.509099,29.672304,1181909.693018,1017.876020,1473.402236,4699.027344,1092.572527,3487,21.939600,19.018582,43.446925,0.999622,684575.983471,1877.063394,2195.866333,6.513394,29.660014,1219809.895539,1483.560053,4762.216797,1094.485305,21.905265,19.050411,48.152288,0.999571,727699.642955,2745.538759,1400.344530,6.506275,29.745035,1030295.029174,1430.192404,4534.738281,1092.109839,20.620876,18.551505,34.511492,0.999833,599799.338532,3797.109091,2012.314914,6.497660,29.679273,1341154.003191,1520.149957,6117.572266,1097.813607,18.807313,17.783290,75.212931,0.998189,1224214.440319,1815.602637,2303.728682,6.513898,29.648486,824005.226215,1371.610954,3603.013672,1092.884704,22.190075,19.050547,45.611823,0.999638,334365.485182,2866.724860,330.089613,6.505298,29.859533,845906.426483,1378.532374,4543.320312,1093.010041,17.158083,17.264250,353.180465,0.998397,572935.559982,2432.081177,1750.954669,6.508844,29.707573,691121.167512,1329.964543,3298.460693,1090.102328,21.447764,18.843986,36.691118,0.999472,249263.992765
WASP-12b_00177_bdf.fits,0,56319.703442,2456319.703442,2456319.702863,2456319.708308,2456319.709072,1.040983,73.845721,-20.000000,100,6.509110,29.672297,20.715328,18,32,48,0.231923,0.314636,0.252155,0.355731,0.192082,0.166203,0.157096,0.000325,0.000447,0.000394,0.000485,0.000347,0.000291,0.000320,714.057886,704.030499,639.539187,733.719702,554.039830,571.982523,490.203645,5098980.709927,3203.071921,2400.452893,2081.108762,6.509099,29.672292,1182570.747902,1017.876020,1480.171530,4710.206055,1105.305784,3463,22.016995,18.931931,356.006430,0.999222,712604.258846,1876.505409,2195.927695,6.513394,29.660013,1220356.555862,1485.763316,4761.446777,1107.203865,22.188172,18.972840,359.387043,0.998961,749562.347053,2744.968653,1400.407263,6.506275,29.745032,1026817.637066,1433.954103,4560.662598,1104.574489,20.818393,18.431238,348.094048,0.999010,618301.198702,3796.545423,2012.321411,6.497660,29.679274,1337924.852096,1523.291634,6242.297852,1110.799286,18.828801,17.653523,275.814893,0.999884,1276520.194826,1815.077370,2303.861349,6.513898,29.648478,821605.317914,1374.884349,3516.116699,1104.767981,22.043117,18.951681,351.859916,0.999276,341319.656251,2866.192560,330.105895,6.505299,29.859536,847466.912758,1382.686425,4584.793945,1104.859807,17.483904,17.142987,348.222953,0.994373,598650.678089,2431.544462,1750.942855,6.508844,29.707579,692276.346989,1336.124380,3351.586426,1103.004661,21.627911,18.781644,359.085813,0.998894,255896.766160
WASP-12b_00178_bdf.fits,0,56319.704821,2456319.704821,2456319.704242,2456319.709687,2456319.710451,1.042829,73.498271,-19.980000,100,6.509110,29.672297,21.137742,18,32,48,0.231429,0.313970,0.252246,0.356167,0.192925,0.166170,0.156424,0.000330,0.000455,0.000402,0.000493,0.000355,0.000296,0.000326,701.278329,689.928851,628.211750,722.248852,544.142507,560.860992,479.691940,5008383.565461,3204.563611,2401.286820,2079.794095,6.509098,29.672299,1159086.191347,1017.876020,1477.090523,4513.378906,1119.876671,3474,22.435410,19.350143,307.312341,0.999150,593494.920252,1877.329132,2194.721471,6.513394,29.660008,1196741.489829,1488.223575,4550.771973,1119.927936,22.521040,19.384688,309.542292,0.999295,628643.035967,2745.750940,1399.279613,6.506275,29.745028,1008863.796994,1434.031163,4277.725586,1117.767603,21.170342,18.914325,314.973863,0.998493,517598.778892,3797.331008,2011.087430,6.497660,29.679276,1315340.323783,1518.739406,5608.372559,1123.239054,19.267547,18.152025,286.708215,0.998064,1072015.401285,1815.871745,2302.551582,6.513898,29.648482,809978.381274,1380.005216,3405.724854,1117.357708,22.624128,19.387858,310.071897,0.999142,285910.345064,2866.931726,329.054624,6.505298,29.859538,832241.857262,1385.025889,4384.003418,1118.444550,17.786236,17.663062,331.356879,0.996345,504359.069361,2432.341913,1749.729488,6.508844,29.707579,677459.573581,1336.783218,3160.787354,1116.776430,22.159493,19.225538,312.643922,0.999319,213700.005317
