Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_T6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_T6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Peak_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7
WASP-12b_00179_bdf.fits,0,56319.706200,2456319.706200,2456319.705621,2456319.711066,2456319.711830,1.044734,73.148072,-19.950000,100,6.509110,29.672297,20.924494,18,32,48,0.231286,0.313759,0.253020,0.355678,0.192473,0.166429,0.156708,0.000329,0.000454,0.000401,0.000491,0.000353,0.000295,0.000326,703.933905,691.861167,631.565678,724.660510,545.371122,563.856083,480.791100,5050708.848121,3221.262284,2400.552211,2080.504251,6.509098,29.672301,1168159.061763,1017.876020,1482.826598,4445.048340,1134.330105,3406,22.152978,19.186798,295.306127,0.998797,622596.372284,1876.526807,2195.389463,6.513394,29.660014,1206238.287428,1496.174963,4460.391113,1137.526021,22.378588,19.225912,295.758466,0.998885,657869.927888,2745.027518,1400.059633,6.506274,29.745023,1019880.816363,1440.956056,4322.152344,1133.138975,20.883054,18.722251,302.442228,0.998342,544531.658956,3796.478447,2011.750247,6.497660,29.679289,1325113.965761,1524.870230,5689.081055,1141.512336,19.125403,18.000089,283.892218,0.995673,1125999.717247,1815.111624,2303.278297,6.513897,29.648482,815216.084121,1386.061586,3418.690918,1134.440197,22.405047,19.186664,293.260540,0.998944,301191.791259,2866.110329,329.764874,6.505298,29.859544,840584.710847,1391.044867,4455.796875,1135.434805,17.601763,17.513597,319.174836,0.996272,527673.081944,2431.591068,1750.423754,6.508843,29.707582,684259.694447,1347.308758,3131.181396,1133.018835,21.924626,19.063415,295.236517,0.998872,221640.246744
WASP-12b_00180_bdf.fits,0,56319.707579,2456319.707579,2456319.707000,2456319.712445,2456319.713209,1.046700,72.795278,-19.940000,100,6.509110,29.672297,21.254961,18,32,48,0.231147,0.314258,0.252199,0.355819,0.192581,0.165670,0.156817,0.000330,0.000456,0.000402,0.000493,0.000355,0.000297,0.000327,699.515628,689.535163,627.664078,721.672842,542.951158,558.531927,478.875012,5045701.080387,3232.192482,2401.265621,2081.071526,6.509098,29.672295,1166297.246430,1017.876020,1490.533568,4456.986816,1150.384060,3442,22.477939,19.191201,33.727315,0.998696,621989.964503,1877.231352,2195.867208,6.513394,29.660018,1206499.838431,1500.748939,4423.610840,1151.678392,22.658788,19.231439,32.091813,0.998492,656236.473343,2745.710788,1400.392075,6.506275,29.745041,1016229.769910,1445.619992,4178.734863,1149.191216,21.184154,18.721205,21.735431,0.999302,540524.636921,3797.215327,2012.322470,6.497660,29.679276,1324186.361909,1529.850823,5564.871094,1155.659032,19.489050,17.976517,58.847068,0.998255,1115031.256323,1815.845978,2303.811278,6.513898,29.648480,814794.298726,1391.542498,3362.289307,1149.811155,22.606886,19.199545,32.665933,0.998395,303278.175341,2866.884130,330.256420,6.505298,29.859546,835923.742836,1397.571876,4209.845215,1150.948729,18.137104,17.461294,2.989161,0.997712,517718.840962,2432.288407,1751.013856,6.508844,29.707573,683990.811411,1352.098235,3069.138184,1148.367865,22.230809,19.071857,31.383641,0.998893,220988.328718
WASP-12b_00181_bdf.fits,0,56319.708958,2456319.708958,2456319.708380,2456319.713824,2456319.714588,1.048727,72.440088,-19.940000,100,6.509110,29.672297,21.378137,18,32,48,0.230709,0.312386,0.253437,0.357007,0.192658,0.166681,0.156279,0.000338,0.000465,0.000413,0.000506,0.000363,0.000304,0.000336,682.978863,671.739098,613.644037,705.542795,530.658211,547.417261,465.540699,4914780.790965,3225.482255,2398.048303,2080.050716,6.509098,29.672293,1133886.469024,1017.876020,1484.092306,4346.006836,1159.598456,3396,22.719593,19.532547,318.988399,0.999952,534479.096181,1874.038544,2194.929281,6.513394,29.660009,1169861.564232,1495.295212,4459.388672,1158.825450,22.732692,19.531159,301.000797,0.999967,568651.606214,2742.484191,1399.307158,6.506274,29.745043,993736.639009,1445.118173,4154.961914,1158.323392,21.396073,19.139517,319.230699,0.999746,460454.977350,3794.025224,2011.196978,6.497660,29.679277,1293000.426047,1526.250394,5524.010254,1165.879577,19.748485,18.411265,278.027266,0.998734,955311.256615,1812.626173,2302.800727,6.513897,29.648479,793916.653431,1386.920942,3324.561279,1156.307168,22.881905,19.595494,87.944615,0.999990,259321.944707,2863.647927,329.152493,6.505298,29.859544,819201.556202,1396.575598,4226.991211,1161.065107,17.838140,17.842900,339.757920,0.996245,458149.905726,2429.079994,1749.956534,6.508844,29.707575,664265.508247,1351.470129,3062.722168,1157.931668,22.330070,19.425686,339.903996,0.999986,190574.390859
WASP-12b_00182_bdf.fits,0,56319.710337,2456319.710337,2456319.709759,2456319.715203,2456319.715967,1.050816,72.082641,-19.940000,100,6.509110,29.672297,21.212732,18,32,48,0.231514,0.313017,0.252638,0.356691,0.192387,0.166169,0.156954,0.000335,0.000460,0.000410,0.000503,0.000359,0.000303,0.000333,691.031620,680.555903,615.545333,708.583981,536.184065,547.584906,470.814871,5019534.122879,3267.997940,2402.059856,2080.035011,6.509098,29.672293,1162094.724217,1017.876020,1501.873600,4548.989258,1190.322747,3404,22.484033,19.219009,353.545832,0.998624,621801.697585,1878.067445,2194.919018,6.513393,29.660009,1196631.863016,1505.799822,4654.307617,1178.693027,22.640882,19.244712,358.664527,0.998421,656464.373114,2746.431961,1399.360774,6.506275,29.745033,1012363.308118,1470.102453,4491.295898,1208.022053,21.335523,18.757548,351.242871,0.997876,543505.034756,3797.985937,2011.252580,6.497659,29.679271,1319698.075355,1554.830163,5887.728516,1232.625107,19.559657,18.034298,341.943131,0.999844,1097780.927927,1816.599183,2302.814361,6.513897,29.648478,809883.721866,1399.532242,3469.774170,1175.294872,22.575964,19.239098,357.786509,0.998724,300936.864646,2867.604386,329.107499,6.505297,29.859536,834092.570004,1423.132901,4463.420410,1225.034234,17.885791,17.484722,348.421580,0.990969,522083.750352,2433.049717,1749.899794,6.508844,29.707579,680957.154524,1369.302333,3269.421143,1191.837959,22.007270,19.109658,359.087333,0.998853,221371.060144
WASP-12b_00183_bdf.fits,0,56319.711717,2456319.711717,2456319.711138,2456319.716582,2456319.717346,1.052967,71.723074,-19.960000,100,6.509110,29.672297,21.128406,18,32,48,0.231270,0.313050,0.252257,0.356451,0.193248,0.167002,0.156618,0.000346,0.000476,0.000424,0.000521,0.000372,0.000315,0.000345,667.611114,657.583419,595.621059,684.589921,518.912603,529.907804,454.275491,4859735.738409,3273.580166,2399.868559,2079.659224,6.509099,29.672305,1123910.630326,1017.876020,1503.641345,4374.115234,1219.948728,3468,22.377159,19.430350,8.366913,0.999542,543963.901774,1875.895398,2194.545781,6.513394,29.660019,1158630.406763,1509.127091,4476.745117,1205.900941,22.650547,19.460474,8.418428,0.999581,572269.105352,2744.319553,1399.098769,6.506275,29.745039,978953.786472,1468.567907,4310.446777,1238.828124,21.067543,18.969958,354.725930,0.998985,476646.035088,3795.909946,2010.985142,6.497660,29.679275,1277052.188036,1557.734151,5832.186523,1269.052523,19.311579,18.291133,87.555384,0.999963,974682.591990,1814.479694,2302.370105,6.513897,29.648494,787040.584305,1404.966090,3420.396729,1202.111193,22.619853,19.472780,5.171342,0.999501,264908.189407,2865.498582,328.937817,6.505298,29.859546,811587.291333,1430.667597,4314.325684,1261.460008,17.826788,17.810185,347.394931,0.994501,465101.701630,2430.917677,1749.647096,6.508844,29.707579,658058.772833,1371.752687,3216.331543,1220.971200,22.045371,19.325387,4.142120,0.999519,194128.948716
WASP-12b_00184_bdf.fits,0,56319.713096,2456319.713096,2456319.712517,2456319.717961,2456319.718725,1.055180,71.361511,-19.960000,100,6.509110,29.672297,22.176372,18,32,48,0.231006,0.312328,0.252925,0.356904,0.192411,0.167402,0.157067,0.000351,0.000482,0.000432,0.000529,0.000378,0.000320,0.000351,658.175798,647.769697,586.115909,675.139988,508.706631,522.472947,447.366408,4818403.498545,3297.345882,2400.639145,2080.215677,6.509099,29.672305,1113081.898719,1017.876020,1509.910588,4264.226074,1253.523844,3422,23.487265,19.901982,12.976516,0.998669,455360.131770,1876.676814,2195.181793,6.513394,29.660011,1146759.027311,1515.767925,4269.904785,1242.443270,23.468062,19.878274,13.371444,0.998546,485813.588877,2745.121602,1399.648878,6.506275,29.745038,972680.472815,1482.976922,4137.734863,1272.387744,22.286880,19.464949,3.817767,0.998474,397151.062006,3796.659107,2011.470742,6.497660,29.679285,1267374.886373,1565.625786,5361.730469,1300.712224,20.390800,18.869132,27.236948,0.999648,808228.619135,1815.204559,2303.008335,6.513898,29.648486,777511.573832,1416.984964,3262.661377,1238.842293,23.588272,19.895753,18.453391,0.998506,220898.469405,2866.267664,329.359915,6.505298,29.859555,806608.352308,1441.777341,4127.319824,1295.369870,18.965864,18.325500,356.638100,0.994142,389863.912131,2431.673138,1750.144854,6.508844,29.707585,654077.538214,1384.444445,3127.446289,1253.182941,23.047457,19.802141,12.577503,0.998626,162718.178553
WASP-12b_00185_bdf.fits,0,56319.714475,2456319.714475,2456319.713896,2456319.719340,2456319.720104,1.057456,70.998105,-19.980000,100,6.509110,29.672297,20.536731,18,32,48,0.231301,0.314180,0.252732,0.355887,0.192658,0.166760,0.156303,0.000342,0.000471,0.000419,0.000514,0.000368,0.000312,0.000340,676.450327,666.498236,603.850598,692.389476,523.983081,535.061734,459.340820,5014143.045601,3336.917059,2400.311766,2080.211414,6.509098,29.672301,1159776.882947,1017.876020,1530.947028,4780.134766,1273.268421,3483,21.649436,18.873500,343.159961,0.999192,686045.641809,1876.255372,2195.096071,6.513394,29.660017,1198727.380119,1539.328760,4759.945312,1266.873175,21.888963,18.897105,342.500211,0.999194,731875.974966,2744.693995,1399.640789,6.506274,29.745034,1011575.241672,1496.008923,4629.953613,1293.507054,20.633572,18.433397,336.099390,0.998229,597630.658111,3796.205937,2011.497260,6.497660,29.679280,1316088.151106,1588.125745,6199.784668,1327.013736,18.776502,17.646373,299.133728,0.999553,1225903.198331,1814.818891,2302.979107,6.513897,29.648486,809967.349132,1432.599766,3624.612061,1264.518518,21.848885,18.903495,344.982909,0.999213,333633.418003,2865.833630,329.387444,6.505298,29.859552,836159.912218,1460.304204,4860.501953,1325.242038,17.577693,17.199765,342.353596,0.993833,574893.299066,2431.335057,1750.201269,6.508843,29.707574,677784.923573,1397.481399,3399.368164,1274.942238,21.382063,18.713784,343.801125,0.999083,246437.118141
WASP-12b_00186_bdf.fits,0,56319.715854,2456319.715854,2456319.715275,2456319.720719,2456319.721483,1.059797,70.632920,-20.000000,100,6.509110,29.672297,21.077554,18,32,48,0.230857,0.313131,0.252095,0.356636,0.192917,0.166645,0.156870,0.000350,0.000482,0.000430,0.000527,0.000377,0.000321,0.000349,660.213308,649.604295,586.937801,676.405222,511.469934,519.463707,449.221670,4898349.059167,3342.278500,2401.625272,2080.626099,6.509098,29.672307,1130818.804581,1017.876020,1529.170630,4591.424805,1293.031483,3514,22.289862,19.314597,6.045955,0.998213,569641.050427,1877.549443,2195.529586,6.513394,29.660022,1168067.920618,1539.592678,4591.669434,1288.120726,22.306450,19.328295,9.145029,0.997764,603574.713257,2746.052639,1400.050921,6.506274,29.745036,986225.515918,1502.290413,4460.645020,1318.487285,21.136080,18.905807,358.707974,0.997574,487589.412149,3797.491365,2011.872261,6.497659,29.679278,1287691.328167,1588.852408,5839.131348,1354.915744,19.314107,18.209468,12.095234,0.999690,1006125.806059,1816.210450,2303.368042,6.513897,29.648497,792154.701990,1435.141180,3568.901123,1287.245318,22.456982,19.290645,7.595668,0.998002,279502.142830,2867.028787,329.793340,6.505298,29.859549,816284.908008,1469.379493,4532.499023,1358.248709,17.996141,17.755528,353.611571,0.993176,471953.164722,2432.624035,1750.529654,6.508844,29.707587,664209.592475,1399.829022,3235.776123,1294.216947,22.043255,19.205373,5.844399,0.998155,202979.408899
WASP-12b_00187_bdf.fits,0,56319.717233,2456319.717233,2456319.716654,2456319.722098,2456319.722862,1.062202,70.266096,-20.020000,100,6.509110,29.672297,21.082947,18,32,48,0.231618,0.313767,0.253010,0.355273,0.192775,0.165925,0.156722,0.000345,0.000475,0.000424,0.000519,0.000371,0.000316,0.000345,670.668778,660.165152,596.117820,684.301804,519.188644,524.547621,454.628728,5023623.059621,3380.140362,2399.940917,2081.442647,6.509098,29.672304,1163563.989593,1017.876020,1548.240330,4742.113281,1319.160278,3434,22.292125,19.070110,354.868900,0.996778,654082.503468,1875.972607,2196.343489,6.513394,29.660019,1199791.819906,1554.354944,4741.889648,1313.232507,22.342029,19.085624,354.810619,0.996843,693108.672652,2744.396400,1400.835454,6.506274,29.745035,1014377.478379,1520.594966,4633.371094,1348.841100,21.273037,18.654664,349.673929,0.995928,565095.522559,3795.850561,2012.717900,6.497660,29.679277,1316899.217877,1608.739172,6096.449707,1388.863476,19.429278,17.855641,352.249992,0.999217,1156733.259833,1814.541111,2304.246538,6.513897,29.648487,811913.680371,1448.764148,3713.773926,1311.950150,22.338550,19.083786,356.565946,0.996594,321461.850342,2865.501333,330.626199,6.505298,29.859535,833545.022148,1486.809884,4657.306641,1398.304472,17.883844,17.339579,348.316993,0.988476,551372.299721,2430.984133,1751.378006,6.508844,29.707580,680640.863088,1417.801553,3342.778564,1322.655952,22.021764,18.946398,356.693841,0.996894,231539.489985
WASP-12b_00188_bdf.fits,0,56319.718612,2456319.718612,2456319.718034,2456319.723477,2456319.724242,1.064671,69.897715,-20.030000,100,6.509110,29.672297,21.432911,18,32,48,0.231593,0.312698,0.252280,0.357257,0.192924,0.166626,0.156591,0.000358,0.000492,0.000440,0.000541,0.000387,0.000330,0.000358,646.956450,635.317407,573.602661,660.548357,498.445076,504.356469,436.850943,4843246.875395,3385.346676,2400.649283,2080.091899,6.509099,29.672298,1121661.666729,1017.876020,1546.351520,4439.146484,1356.068481,3513,22.775136,19.553763,349.413332,0.998034,511984.542387,1876.673648,2194.967993,6.513395,29.660016,1153711.163971,1553.397173,4418.864746,1346.637329,23.029629,19.593338,352.204662,0.997775,534257.109251,2745.146876,1399.413251,6.506275,29.745040,975702.717473,1520.233702,4300.833008,1389.095073,21.491512,19.167206,342.164872,0.997436,439539.336168,3796.716455,2011.315494,6.497661,29.679274,1274839.301745,1610.278258,5769.677246,1432.835451,19.635396,18.524560,319.610345,0.999531,909527.112569,1815.280611,2302.836861,6.513898,29.648487,783265.842372,1456.629982,3477.949219,1344.000367,22.994863,19.583188,349.704949,0.997740,247761.151520,2866.370056,329.157016,6.505298,29.859551,807012.747404,1497.355544,4423.302246,1441.686792,17.631874,18.020051,341.760815,0.992348,427151.102461,2431.648189,1750.002096,6.508845,29.707579,655727.849834,1421.848045,3213.341309,1359.749207,22.471970,19.429178,349.775207,0.997977,181246.329471
WASP-12b_00189_bdf.fits,0,56319.719992,2456319.719992,2456319.719413,2456319.724857,2456319.725621,1.067207,69.527886,-20.010000,100,6.509110,29.672297,21.257309,18,32,48,0.231171,0.312746,0.253467,0.356055,0.192636,0.166331,0.156687,0.000353,0.000485,0.000435,0.000532,0.000380,0.000325,0.000354,655.213510,644.312604,583.158821,668.659474,506.377281,512.551435,442.075667,4963167.862471,3421.168725,2402.494834,2080.599292,6.509098,29.672299,1147338.146029,1017.876020,1562.317889,4647.150879,1377.527053,3327,22.521093,19.361736,8.199045,0.999024,588212.878224,1878.502488,2195.490629,6.513394,29.660015,1182413.824545,1569.711576,4741.899414,1369.317883,22.666098,19.387710,6.658496,0.998971,619146.136635,2746.921069,1399.884349,6.506274,29.745042,1003614.717648,1536.749930,4576.023926,1410.906915,21.125830,18.905217,354.154656,0.998516,508549.883134,3798.345944,2011.796155,6.497660,29.679276,1303162.099372,1628.025868,6021.091309,1456.527988,19.530587,18.128824,38.625308,0.999978,1049769.021894,1817.098195,2303.428985,6.513897,29.648479,801655.514879,1466.895681,3634.266113,1366.527132,22.754025,19.402645,8.816995,0.999131,282418.132050,2867.982379,329.614055,6.505297,29.859546,825526.482026,1506.748244,4648.561523,1463.396222,17.957887,17.615078,348.924685,0.994132,492656.087241,2433.546768,1750.537777,6.508843,29.707576,672321.706027,1441.023767,3461.387207,1381.208123,22.245644,19.238655,6.180131,0.998880,209661.191875
WASP-12b_00190_bdf.fits,0,56319.721371,2456319.721371,2456319.720792,2456319.726236,2456319.727000,1.069809,69.156721,-20.000000,100,6.509110,29.672297,21.133313,18,32,48,0.231323,0.312618,0.252404,0.354937,0.193409,0.167457,0.157780,0.000358,0.000491,0.000440,0.000538,0.000387,0.000330,0.000360,646.652738,636.082246,573.921165,659.657350,500.299702,507.733492,438.843644,4925253.668696,3439.589141,2401.150741,2080.158099,6.509098,29.672302,1139325.912897,1017.876020,1571.991882,4588.439453,1410.858513,3459,22.375898,19.200688,339.403215,0.999601,589053.212453,1877.150882,2195.088199,6.513394,29.660015,1173016.472038,1577.246717,4578.627930,1403.059962,22.571621,19.272144,343.711238,0.999748,612553.800546,2745.605507,1399.480451,6.506274,29.745042,992613.983002,1545.901680,4408.905273,1445.365325,21.260912,18.734808,336.092648,0.999201,513074.607483,3797.140275,2011.353894,6.497660,29.679281,1290211.054960,1634.500918,5838.454590,1490.043004,19.341828,17.984891,288.392602,0.999463,1051093.974681,1815.722856,2302.926401,6.513897,29.648489,798208.065735,1478.059241,3640.798096,1400.702858,22.491112,19.218886,346.889130,0.999557,286864.795268,2866.778079,329.305734,6.505298,29.859546,824768.397742,1518.867203,4659.722656,1494.475594,17.868586,17.557331,340.873793,0.995824,498912.960239,2432.179914,1750.118196,6.508844,29.707577,671204.092961,1448.102854,3335.417480,1414.514582,22.023233,19.072864,344.790945,0.999760,212452.745965
WASP-12b_00191_bdf.fits,0,56319.722750,2456319.722750,2456319.722171,2456319.727615,2456319.728379,1.072477,68.784258,-20.000000,100,6.509110,29.672297,21.086549,18,32,48,0.230881,0.312697,0.253459,0.356319,0.192631,0.166401,0.156544,0.000368,0.000505,0.000453,0.000554,0.000398,0.000339,0.000370,627.767221,618.991996,559.146281,643.071589,484.268710,490.804574,423.249811,4816467.776434,3460.314387,2399.594589,2080.971932,6.509098,29.672299,1112029.742122,1017.876020,1581.012668,4430.878418,1457.026178,3452,22.334958,19.429943,332.399167,0.999383,520118.281969,1875.635310,2195.928899,6.513394,29.660009,1147328.662085,1584.389495,4544.014160,1447.026487,22.623970,19.478707,329.214770,0.999553,548039.142569,2744.082554,1400.351145,6.506274,29.745032,973925.808030,1555.686444,4399.645020,1490.326479,21.088524,18.988055,328.882290,0.998777,460434.845310,3795.651525,2012.100454,6.497659,29.679279,1265336.056116,1641.142916,5699.139160,1536.183291,19.313604,18.357376,297.171762,0.999076,923779.804242,1814.220197,2303.754793,6.513897,29.648485,777943.519362,1489.508599,3544.225586,1445.693939,22.508694,19.434508,328.773193,0.999524,255751.817788,2865.219281,330.001803,6.505298,29.859544,801465.885916,1528.078293,4513.459961,1541.268652,17.627643,17.860028,337.093745,0.995565,441792.138935,2430.669571,1750.945627,6.508844,29.707573,651933.730842,1459.910729,3374.402588,1461.018778,22.108452,19.325906,332.460097,0.999580,186084.852794
WASP-12b_00192_bdf.fits,0,56319.724129,2456319.724129,2456319.723550,2456319.728994,2456319.729758,1.075213,68.410604,-20.020000,100,6.509110,29.672297,20.584016,18,32,48,0.231082,0.312554,0.252793,0.356499,0.193009,0.166471,0.156736,0.000368,0.000506,0.000453,0.000555,0.000398,0.000339,0.000371,628.378185,617.517037,558.063805,642.231490,484.776234,490.420824,422.879396,4850523.645433,3489.290697,2402.032850,2080.618144,6.509098,29.672300,1120870.184000,1017.876020,1591.108499,4701.270508,1486.693138,3427,21.996595,19.326980,340.225751,0.999793,549379.222902,1878.040896,2195.527525,6.513394,29.660014,1155039.495655,1599.759679,4822.997559,1477.945191,22.122821,19.370225,336.543613,0.999898,579593.995801,2746.424978,1400.047100,6.506274,29.745030,978755.779486,1566.776699,4602.704590,1519.078786,20.553303,18.862534,339.634471,0.999480,486870.233845,3797.962831,2011.836222,6.497660,29.679272,1274757.961408,1655.520509,6097.242676,1565.461669,18.838081,18.209436,290.342386,0.999406,998419.280243,1816.632249,2303.421756,6.513897,29.648482,784733.301263,1500.217350,3659.809082,1474.228083,22.237289,19.409619,343.704433,0.999701,266008.518477,2867.515131,329.664701,6.505298,29.859553,807469.353538,1540.617342,4775.598145,1570.506075,16.812161,17.719066,339.415890,0.995310,474049.816321,2433.051461,1750.601765,6.508844,29.707574,657237.107620,1473.000019,3453.405762,1490.818014,21.527860,19.193859,325.861227,0.999828,197864.157117
WASP-12b_00193_bdf.fits,0,56319.725508,2456319.725508,2456319.724929,2456319.730373,2456319.731137,1.078018,68.035782,-19.990000,100,6.509110,29.672297,20.821499,18,32,48,0.231555,0.313235,0.253141,0.355639,0.192472,0.165976,0.157041,0.000368,0.000506,0.000453,0.000554,0.000398,0.000339,0.000371,630.000691,619.305455,559.373028,642.119126,483.241632,490.300417,423.695656,4914985.089904,3532.782149,2398.566674,2080.640902,6.509098,29.672296,1138089.577709,1017.876020,1610.659852,4843.861816,1533.886378,3418,21.935645,19.159015,343.919552,0.998255,608374.248084,1874.607151,2195.521617,6.513394,29.660015,1172330.541445,1617.229547,4854.397949,1524.875876,22.357211,19.267368,345.186809,0.998025,623740.444071,2743.047436,1399.908439,6.506274,29.745040,992852.186040,1584.799428,4663.402832,1565.550661,20.826502,18.750717,339.666669,0.996651,516633.356583,3794.558899,2011.814936,6.497660,29.679277,1289400.267960,1675.996965,6145.398438,1610.962386,18.981176,17.995800,319.464038,0.999070,1070489.845624,1813.228567,2303.401773,6.513897,29.648485,793308.303395,1522.668885,3725.099609,1522.258767,22.314293,19.227886,342.507137,0.998004,287867.674461,2864.140865,329.709585,6.505298,29.859537,815770.594717,1557.072394,4752.536133,1615.937806,17.589521,17.524010,340.903829,0.990878,502577.949518,2429.646153,1750.483436,6.508844,29.707583,667093.791063,1491.992868,3464.179932,1535.705515,21.746145,19.025126,345.482975,0.998192,216597.048815
