Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Peak_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00172_bdf.fits,0,56319.696546,2456319.696546,2456319.695967,2456319.701412,2456319.702176,1.032642,75.534550,-20.010000,100,6.509110,29.672297,20.718415,18,32,48,0.154602,0.190716,0.156624,0.213656,0.121393,0.133208,0.127383,0.099761,0.109717,0.000206,0.000252,0.000230,0.000268,0.000208,0.000216,0.000212,0.000196,0.000202,751.884631,756.089367,681.580577,798.612665,582.569872,615.302545,600.907743,510.244173,543.952550,7705931.488246,3954.821678,2401.623598,2080.300167,6.509098,29.672295,1191350.030376,1017.876020,1461.764748,4650.854980,1053.977656,3410,21.471663,18.756752,29.334487,0.999864,750099.994512,1877.621400,2195.170188,6.513394,29.660011,1234251.423087,1474.788033,4766.257812,1054.558925,21.584463,18.746498,24.282584,0.999827,800466.542146,2746.066180,1399.651326,6.506275,29.745034,1043499.715868,1417.594550,4476.224609,1051.073709,20.374409,18.244098,355.923668,0.999804,655903.411954,3797.674479,2011.537960,6.497659,29.679276,1356576.729981,1508.429800,6192.750488,1058.378011,18.536542,17.434630,78.851172,0.999070,1370610.223524,1816.263625,2303.028470,6.513897,29.648483,834181.630271,1359.070227,3548.211182,1051.364495,21.785221,18.717982,17.314980,0.999682,368113.265673,2041.974532,643.703350,6.512073,29.825888,905825.543965,1387.036418,4275.554199,1065.589352,19.129243,17.673952,0.925212,0.998268,575787.201639,2834.898247,3215.974791,6.505573,29.550907,870694.199749,1369.726415,3938.908447,1056.019005,20.638376,18.103500,29.641126,0.998327,463442.303429,2432.694690,1750.240093,6.508844,29.707572,699019.709704,1318.507272,3269.421143,1051.132696,21.319036,18.610356,18.125570,0.999697,267609.729409,1515.268245,3009.693802,6.516366,29.572991,761882.535622,1339.823199,3286.680176,1055.589960,21.626786,18.625966,328.954106,0.998912,306274.153189,2456319.702176,0.997244,0.001326,0.982890,-0.000646,0.001326
WASP-12b_00173_bdf.fits,0,56319.697925,2456319.697925,2456319.697346,2456319.702791,2456319.703555,1.034194,75.204015,-20.010000,100,6.509110,29.672297,21.834959,18,32,48,0.154780,0.189990,0.156282,0.214148,0.121559,0.133674,0.127321,0.099595,0.109872,0.000212,0.000259,0.000237,0.000275,0.000215,0.000224,0.000219,0.000201,0.000208,731.132508,733.749568,659.914762,778.188963,566.441317,596.472030,582.307464,494.857530,529.096987,7462254.025543,3944.650000,2398.026180,2081.174692,6.509098,29.672307,1155006.255441,1017.876020,1456.995094,4195.111328,1067.470236,3503,22.666650,19.539980,308.954319,0.999313,544437.637640,1873.954223,2196.072341,6.513394,29.660018,1191402.062527,1467.135500,4214.433594,1070.111438,22.801159,19.536649,307.578122,0.999477,577808.880047,2742.481467,1400.585515,6.506275,29.745043,1008592.278564,1415.919373,3975.065430,1065.951064,21.505373,19.135064,311.697009,0.999138,477443.020048,3793.936638,2012.554701,6.497660,29.679280,1316169.616670,1500.062293,5307.568359,1070.811115,19.906286,18.409524,288.210017,0.997161,979817.340378,1812.505033,2303.941811,6.513898,29.648489,808788.069675,1354.965329,3157.455566,1066.032403,22.747875,19.554390,312.048774,0.999351,263986.585122,2038.450119,644.782017,6.512073,29.825887,879890.366641,1390.173128,3860.023682,1078.515179,20.061429,18.645617,333.211045,0.998600,419596.897669,2831.276419,3216.937797,6.505573,29.550908,842797.478787,1368.544669,3401.188721,1069.913324,21.607925,18.974441,336.175734,0.999855,336782.344865,2429.084404,1751.153833,6.508844,29.707581,675888.562245,1314.638631,2918.010010,1064.469955,22.523883,19.390693,310.273303,0.999422,195795.882235,1511.562025,3010.687290,6.516366,29.572986,738725.590434,1335.313029,2987.987305,1068.622476,22.694055,19.421107,317.955923,0.997223,226959.130127,2456319.703555,0.998391,0.001366,0.983867,-0.000477,0.001366
WASP-12b_00174_bdf.fits,0,56319.699304,2456319.699304,2456319.698726,2456319.704170,2456319.704934,1.035803,74.869617,-20.010000,100,6.509110,29.672297,21.528678,18,32,48,0.154936,0.190387,0.156663,0.213861,0.121245,0.132984,0.127395,0.099755,0.110150,0.000212,0.000259,0.000237,0.000275,0.000215,0.000224,0.000219,0.000202,0.000208,731.923004,735.175499,661.086955,777.677581,564.924012,593.908577,582.827995,493.568726,529.446083,7490485.350510,3961.561417,2402.062592,2079.173546,6.509098,29.672302,1160545.102699,1017.876020,1461.993894,4346.264648,1079.073739,3477,22.422895,19.322061,5.266008,0.997822,587589.212667,1878.053053,2194.052633,6.513394,29.660017,1198008.792221,1471.414735,4303.186523,1080.261535,22.669530,19.340804,5.726233,0.997890,622421.148004,2746.458946,1398.523815,6.506275,29.745039,1014543.423289,1421.113324,4113.286133,1076.841752,21.152310,18.907177,2.011432,0.997063,513428.801530,3797.956338,2010.465829,6.497660,29.679275,1319689.644547,1505.162213,5498.730957,1083.587024,19.344819,18.160577,14.387379,0.999649,1056286.326958,1816.539701,2301.936239,6.513898,29.648486,809977.476034,1360.974294,3287.996338,1079.112132,22.548075,19.335667,6.263705,0.997340,286072.180093,2042.285159,642.455818,6.512073,29.825901,879197.083878,1395.840402,4062.053467,1092.061200,19.663349,18.356074,2.331600,0.992714,456826.920390,2835.235278,3214.857845,6.505573,29.550910,846417.759191,1372.933858,3517.945801,1082.555633,21.391698,18.725104,16.320839,0.995450,365912.897196,2433.078097,1749.154292,6.508844,29.707574,679438.104118,1325.248647,2982.754395,1075.972303,22.167697,19.222054,5.487182,0.997721,208968.792962,1515.500340,3008.625738,6.516367,29.572992,743213.067232,1342.377873,3058.836182,1081.276317,22.397729,19.226262,349.008687,0.996433,243320.204060,2456319.704934,0.999396,0.001365,0.984594,-0.000198,0.001365
WASP-12b_00175_bdf.fits,0,56319.700683,2456319.700683,2456319.700105,2456319.705549,2456319.706314,1.037471,74.531608,-20.010000,100,6.509110,29.672297,20.559481,18,32,48,0.155324,0.190659,0.156200,0.213381,0.121616,0.133600,0.127480,0.099660,0.109802,0.000207,0.000253,0.000231,0.000268,0.000210,0.000219,0.000214,0.000197,0.000203,749.574558,753.380250,674.926082,795.178760,578.645023,609.933837,596.884302,506.319735,540.743527,7716615.516713,3986.531747,2400.186644,2079.855666,6.509098,29.672305,1198574.806365,1017.876020,1474.248807,5068.557617,1081.237849,3440,21.385001,18.519024,20.556421,0.999523,837691.429069,1876.156560,2194.860883,6.513394,29.660007,1235655.044945,1480.561944,5202.286133,1082.950507,21.483000,18.566901,22.531608,0.999535,885492.737463,2744.645500,1399.261157,6.506275,29.745034,1042495.300755,1431.093710,4889.858398,1080.123327,20.183415,18.071116,6.199433,0.999529,714841.903687,3796.206433,2011.213785,6.497659,29.679276,1357017.231498,1514.311224,6793.502930,1086.826162,18.420435,17.217577,71.196965,0.999156,1477084.558724,1814.740688,2302.695770,6.513898,29.648483,836707.555691,1372.462660,3856.611328,1079.892251,21.606145,18.608606,26.180004,0.999449,402440.384680,2040.574708,643.354414,6.512074,29.825871,909440.285437,1405.278031,4597.203613,1093.879246,18.946867,17.455615,4.467969,0.996764,633946.090495,2833.473196,3215.623607,6.505573,29.550904,872490.465321,1381.827558,4113.579102,1084.369709,20.347963,17.939028,27.219597,0.997667,503711.543864,2431.249020,1749.855802,6.508844,29.707573,699342.753184,1329.472986,3443.021240,1080.133938,21.245497,18.399451,25.103487,0.999664,296644.539170,1513.721587,3009.369448,6.516367,29.572993,763466.879882,1350.480689,3508.106934,1083.812049,21.417005,18.456502,335.936232,0.998891,333330.807122,2456319.706314,1.001896,0.001337,0.984984,0.001912,0.001337
WASP-12b_00176_bdf.fits,0,56319.702063,2456319.702063,2456319.701484,2456319.706928,2456319.707693,1.039198,74.190231,-20.010000,100,6.509110,29.672297,21.005731,18,32,48,0.155128,0.190621,0.156374,0.213635,0.121267,0.133436,0.127349,0.099760,0.109986,0.000210,0.000257,0.000234,0.000273,0.000213,0.000222,0.000216,0.000199,0.000206,739.551753,742.419979,667.173793,783.236751,570.277829,601.731216,588.418976,500.122763,533.968611,7618945.620433,3990.192181,2401.048429,2080.947958,6.509099,29.672304,1181909.693018,1017.876020,1473.402236,4699.027344,1092.572527,3435,21.939600,19.018582,43.446925,0.999622,684575.983471,1877.063394,2195.866333,6.513394,29.660014,1219809.895539,1483.560053,4762.216797,1094.485305,21.905265,19.050411,48.152288,0.999571,727699.642955,2745.538759,1400.344530,6.506275,29.745035,1030295.029174,1430.192404,4534.738281,1092.109839,20.620876,18.551505,34.511492,0.999833,599799.338532,3797.109091,2012.314914,6.497660,29.679273,1341154.003191,1520.149957,6117.572266,1097.813607,18.807313,17.783290,75.212931,0.998189,1224214.440319,1815.602637,2303.728682,6.513898,29.648486,824005.226215,1371.610954,3603.013672,1092.884704,22.190075,19.050547,45.611823,0.999638,334365.485182,2041.380716,644.354316,6.512073,29.825884,896955.759265,1404.854716,4370.867188,1105.251164,19.215939,18.001170,13.310837,0.998373,531900.848862,2834.347592,3216.753710,6.505573,29.550899,860662.001945,1382.822168,3850.877441,1095.887391,20.988177,18.455189,38.046627,0.998020,417435.468532,2432.081177,1750.954669,6.508844,29.707573,691121.167512,1329.964543,3298.460693,1090.102328,21.447764,18.843986,36.691118,0.999472,249263.992765,1514.607118,3010.411115,6.516367,29.572992,754942.537593,1352.198505,3292.281982,1094.288586,21.936569,18.938521,336.033980,0.999580,279167.785669,2456319.707693,1.000628,0.001353,0.985000,0.000628,0.001353
WASP-12b_00177_bdf.fits,0,56319.703442,2456319.703442,2456319.702863,2456319.708308,2456319.709072,1.040983,73.845721,-20.000000,100,6.509110,29.672297,21.075548,18,32,48,0.155435,0.191045,0.156020,0.213377,0.121064,0.133806,0.127328,0.100100,0.109679,0.000211,0.000258,0.000235,0.000274,0.000213,0.000223,0.000217,0.000201,0.000207,736.572877,741.155079,663.385403,779.818941,567.338258,600.270985,585.787567,498.604397,530.647657,7608150.441791,4000.912057,2400.452893,2081.108762,6.509099,29.672292,1182570.747902,1017.876020,1480.171530,4710.206055,1105.305784,3474,22.016995,18.931931,356.006430,0.999222,712604.258846,1876.505409,2195.927695,6.513394,29.660013,1220356.555862,1485.763316,4761.446777,1107.203865,22.188172,18.972840,359.387043,0.998961,749562.347053,2744.968653,1400.407263,6.506275,29.745032,1026817.637066,1433.954103,4560.662598,1104.574489,20.818393,18.431238,348.094048,0.999010,618301.198702,3796.545423,2012.321411,6.497660,29.679274,1337924.852096,1523.291634,6242.297852,1110.799286,18.828801,17.653523,275.814893,0.999884,1276520.194826,1815.077370,2303.861349,6.513898,29.648478,821605.317914,1374.884349,3516.116699,1104.767981,22.043117,18.951681,351.859916,0.999276,341319.656251,2040.872642,644.393519,6.512074,29.825884,897876.740278,1409.376431,4350.055664,1117.047609,19.460567,17.887881,355.102592,0.995397,546342.820974,2833.779670,3216.748360,6.505574,29.550904,859315.377445,1386.932894,3969.673096,1108.943449,20.854453,18.255233,13.415071,0.997496,440553.699612,2431.544462,1750.942855,6.508844,29.707579,692276.346989,1336.124380,3351.586426,1103.004661,21.627911,18.781644,359.085813,0.998894,255896.766160,1514.129048,3010.445239,6.516367,29.572995,751977.614141,1355.618965,3319.317139,1108.322526,21.841522,18.776974,335.065279,0.997163,288455.963091,2456319.709072,1.002606,0.001361,0.985000,0.002606,0.001361
WASP-12b_00178_bdf.fits,0,56319.704821,2456319.704821,2456319.704242,2456319.709687,2456319.710451,1.042829,73.498271,-19.980000,100,6.509110,29.672297,21.495000,18,32,48,0.155046,0.190594,0.156005,0.213515,0.121513,0.133685,0.127878,0.099652,0.109569,0.000214,0.000263,0.000239,0.000278,0.000218,0.000227,0.000222,0.000204,0.000211,723.402766,726.052431,651.673983,768.111275,557.208343,588.752884,576.572544,487.838418,520.082284,7475739.103839,4004.371363,2401.286820,2079.794095,6.509098,29.672299,1159086.191347,1017.876020,1477.090523,4513.378906,1119.876671,3426,22.435410,19.350143,307.312341,0.999150,593494.920252,1877.329132,2194.721471,6.513394,29.660008,1196741.489829,1488.223575,4550.771973,1119.927936,22.521040,19.384688,309.542292,0.999295,628643.035967,2745.750940,1399.279613,6.506275,29.745028,1008863.796994,1434.031163,4277.725586,1117.767603,21.170342,18.914325,314.973863,0.998493,517598.778892,3797.331008,2011.087430,6.497660,29.679276,1315340.323783,1518.739406,5608.372559,1123.239054,19.267547,18.152025,286.708215,0.998064,1072015.401285,1815.871745,2302.551582,6.513898,29.648482,809978.381274,1380.005216,3405.724854,1117.357708,22.624128,19.387858,310.071897,0.999142,285910.345064,2041.636345,643.263117,6.512073,29.825892,881542.852484,1411.004530,4135.139160,1129.805283,19.693684,18.355781,341.049510,0.998193,465077.925134,2834.589739,3215.344123,6.505573,29.550905,847591.579986,1389.390121,3636.155518,1120.982388,21.333114,18.781350,344.994476,0.999929,366422.899925,2432.341913,1749.729488,6.508844,29.707579,677459.573581,1336.783218,3160.787354,1116.776430,22.159493,19.225538,312.643922,0.999319,213700.005317,1514.913109,3009.119334,6.516366,29.572993,738221.105908,1358.095498,3139.407471,1121.389095,22.250239,19.195462,317.665946,0.996342,243711.785746,2456319.710451,1.000099,0.001382,0.985000,0.000099,0.001382
WASP-12b_00179_bdf.fits,0,56319.706200,2456319.706200,2456319.705621,2456319.711066,2456319.711830,1.044734,73.148072,-19.950000,100,6.509110,29.672297,21.290879,18,32,48,0.154992,0.190540,0.156495,0.213323,0.121282,0.133100,0.127551,0.099854,0.110223,0.000213,0.000262,0.000239,0.000277,0.000217,0.000227,0.000221,0.000204,0.000210,726.118994,727.955653,655.271226,770.596351,558.403589,587.621660,577.410074,488.912621,523.970184,7536879.317339,4025.966928,2400.552211,2080.504251,6.509098,29.672301,1168159.061763,1017.876020,1482.826598,4445.048340,1134.330105,3472,22.152978,19.186798,295.306127,0.998797,622596.372284,1876.526807,2195.389463,6.513394,29.660014,1206238.287428,1496.174963,4460.391113,1137.526021,22.378588,19.225912,295.758466,0.998885,657869.927888,2745.027518,1400.059633,6.506274,29.745023,1019880.816363,1440.956056,4322.152344,1133.138975,20.883054,18.722251,302.442228,0.998342,544531.658956,3796.478447,2011.750247,6.497660,29.679289,1325113.965761,1524.870230,5689.081055,1141.512336,19.125403,18.000089,283.892218,0.995673,1125999.717247,1815.111624,2303.278297,6.513897,29.648482,815216.084121,1386.061586,3418.690918,1134.440197,22.405047,19.186664,293.260540,0.998944,301191.791259,2040.851976,643.938145,6.512073,29.825898,885322.052707,1420.745878,4052.796631,1147.257956,19.661081,18.189339,326.556053,0.998628,476841.257339,2833.802601,3216.195600,6.505573,29.550905,852588.560036,1395.803641,3595.637939,1138.838208,21.116382,18.554776,287.003381,0.999861,387574.844246,2431.591068,1750.423754,6.508843,29.707582,684259.694447,1347.308758,3131.181396,1133.018835,21.924626,19.063415,295.236517,0.998872,221640.246744,1514.127935,3009.840415,6.516366,29.572998,748259.856475,1365.683840,3156.661377,1137.004057,21.970749,19.032986,309.569867,0.995884,259606.366469,2456319.711830,0.999748,0.001377,0.985000,-0.000252,0.001377
WASP-12b_00180_bdf.fits,0,56319.707579,2456319.707579,2456319.707000,2456319.712445,2456319.713209,1.046700,72.795278,-19.940000,100,6.509110,29.672297,21.621713,18,32,48,0.154919,0.190844,0.156050,0.213433,0.121364,0.133589,0.127342,0.099934,0.109848,0.000215,0.000263,0.000240,0.000278,0.000218,0.000227,0.000222,0.000205,0.000212,721.445501,725.608580,651.053435,767.417726,555.906240,588.021269,573.284425,486.962147,519.035235,7528416.456927,4040.127471,2401.265621,2081.071526,6.509098,29.672295,1166297.246430,1017.876020,1490.533568,4456.986816,1150.384060,3381,22.477939,19.191201,33.727315,0.998696,621989.964503,1877.231352,2195.867208,6.513394,29.660018,1206499.838431,1500.748939,4423.610840,1151.678392,22.658788,19.231439,32.091813,0.998492,656236.473343,2745.710788,1400.392075,6.506275,29.745041,1016229.769910,1445.619992,4178.734863,1149.191216,21.184154,18.721205,21.735431,0.999302,540524.636921,3797.215327,2012.322470,6.497660,29.679276,1324186.361909,1529.850823,5564.871094,1155.659032,19.489050,17.976517,58.847068,0.998255,1115031.256323,1815.845978,2303.811278,6.513898,29.648480,814794.298726,1391.542498,3362.289307,1149.811155,22.606886,19.199545,32.665933,0.998395,303278.175341,2041.571149,644.421835,6.512074,29.825903,887193.597405,1421.684864,3999.016602,1161.953296,20.109600,18.207032,15.197000,0.996695,475872.404133,2834.542618,3216.645131,6.505573,29.550907,850390.183512,1402.709167,3582.539307,1153.775313,21.308322,18.586977,32.913361,0.996248,387071.657481,2432.288407,1751.013856,6.508844,29.707573,683990.811411,1352.098235,3069.138184,1148.367865,22.230809,19.071857,31.383641,0.998893,220988.328718,1514.868196,3010.265924,6.516367,29.573007,745131.595623,1373.601429,3262.420898,1152.543528,22.529870,19.081430,353.275409,0.999617,253090.350964,2456319.713209,0.999274,0.001385,0.985000,-0.000726,0.001385
WASP-12b_00181_bdf.fits,0,56319.708958,2456319.708958,2456319.708380,2456319.713824,2456319.714588,1.048727,72.440088,-19.940000,100,6.509110,29.672297,21.789294,18,32,48,0.154742,0.189983,0.156893,0.214265,0.121512,0.133452,0.127061,0.099690,0.109633,0.000220,0.000269,0.000246,0.000286,0.000224,0.000234,0.000228,0.000211,0.000216,704.290343,706.445881,636.522152,750.372592,543.306412,570.245535,558.492622,473.273749,506.613203,7327584.700566,4033.021735,2398.048303,2080.050716,6.509098,29.672293,1133886.469024,1017.876020,1484.092306,4346.006836,1159.598456,3480,22.719593,19.532547,318.988399,0.999952,534479.096181,1874.038544,2194.929281,6.513394,29.660009,1169861.564232,1495.295212,4459.388672,1158.825450,22.732692,19.531159,301.000797,0.999967,568651.606214,2742.484191,1399.307158,6.506274,29.745043,993736.639009,1445.118173,4154.961914,1158.323392,21.396073,19.139517,319.230699,0.999746,460454.977350,3794.025224,2011.196978,6.497660,29.679277,1293000.426047,1526.250394,5524.010254,1165.879577,19.748485,18.411265,278.027266,0.998734,955311.256615,1812.626173,2302.800727,6.513897,29.648479,793916.653431,1386.920942,3324.561279,1156.307168,22.881905,19.595494,87.944615,0.999990,259321.944707,2038.349687,643.356489,6.512073,29.825904,862743.981681,1426.726271,3996.728271,1171.514799,19.953272,18.552552,352.374190,0.998605,418853.545253,2831.354802,3215.655499,6.505572,29.550905,826085.050416,1398.868864,3556.212158,1162.736879,21.728292,18.968870,33.169644,0.999649,328432.515305,2429.079994,1749.956534,6.508844,29.707575,664265.508247,1351.470129,3062.722168,1157.931668,22.330070,19.425686,339.903996,0.999986,190574.390859,1511.610993,3009.440017,6.516366,29.572985,723974.877503,1367.167359,3079.254395,1159.942547,22.613267,19.443798,319.883336,0.998651,218344.759521,2456319.714588,0.998129,0.001417,0.985000,-0.001871,0.001417
WASP-12b_00182_bdf.fits,0,56319.710337,2456319.710337,2456319.709759,2456319.715203,2456319.715967,1.050816,72.082641,-19.940000,100,6.509110,29.672297,21.604851,18,32,48,0.155207,0.190221,0.156349,0.213970,0.121286,0.133293,0.127276,0.100046,0.109975,0.000218,0.000265,0.000245,0.000284,0.000221,0.000231,0.000225,0.000209,0.000215,712.874587,716.547756,638.225572,753.140671,549.124452,575.954822,564.558155,478.745237,512.603379,7487370.553274,4083.938265,2402.059856,2080.035011,6.509098,29.672293,1162094.724217,1017.876020,1501.873600,4548.989258,1190.322747,3314,22.484033,19.219009,353.545832,0.998624,621801.697585,1878.067445,2194.919018,6.513393,29.660009,1196631.863016,1505.799822,4654.307617,1178.693027,22.640882,19.244712,358.664527,0.998421,656464.373114,2746.431961,1399.360774,6.506275,29.745033,1012363.308118,1470.102453,4491.295898,1208.022053,21.335523,18.757548,351.242871,0.997876,543505.034756,3797.985937,2011.252580,6.497659,29.679271,1319698.075355,1554.830163,5887.728516,1232.625107,19.559657,18.034298,341.943131,0.999844,1097780.927927,1816.599183,2302.814361,6.513897,29.648478,809883.721866,1399.532242,3469.774170,1175.294872,22.575964,19.239098,357.786509,0.998724,300936.864646,2042.296375,643.424087,6.512073,29.825882,880629.150444,1441.669592,4287.565918,1209.071006,19.928502,18.211612,354.791305,0.994648,478836.223283,2835.277319,3215.579366,6.505573,29.550907,845367.978051,1415.800590,3731.117432,1193.371772,21.527577,18.622404,11.750370,0.996380,380397.786576,2433.049717,1749.899794,6.508844,29.707579,680957.154524,1369.302333,3269.421143,1191.837959,22.007270,19.109658,359.087333,0.998853,221371.060144,1515.604446,3009.313429,6.516366,29.573001,741839.301901,1384.138250,3233.147705,1176.644848,22.384249,19.126974,341.402957,0.996183,252826.935684,2456319.715967,1.001126,0.001404,0.985000,0.001126,0.001404
WASP-12b_00183_bdf.fits,0,56319.711717,2456319.711717,2456319.711138,2456319.716582,2456319.717346,1.052967,71.723074,-19.960000,100,6.509110,29.672297,21.554951,18,32,48,0.155037,0.190231,0.156124,0.213831,0.121790,0.133367,0.127089,0.099838,0.110117,0.000225,0.000275,0.000253,0.000294,0.000229,0.000240,0.000234,0.000216,0.000222,688.673882,692.294665,617.633438,727.529366,531.467719,556.374801,544.264334,461.884206,496.307213,7249294.687416,4091.914852,2399.868559,2079.659224,6.509099,29.672305,1123910.630326,1017.876020,1503.641345,4374.115234,1219.948728,3412,22.377159,19.430350,8.366913,0.999542,543963.901774,1875.895398,2194.545781,6.513394,29.660019,1158630.406763,1509.127091,4476.745117,1205.900941,22.650547,19.460474,8.418428,0.999581,572269.105352,2744.319553,1399.098769,6.506275,29.745039,978953.786472,1468.567907,4310.446777,1238.828124,21.067543,18.969958,354.725930,0.998985,476646.035088,3795.909946,2010.985142,6.497660,29.679275,1277052.188036,1557.734151,5832.186523,1269.052523,19.311579,18.291133,87.555384,0.999963,974682.591990,1814.479694,2302.370105,6.513897,29.648494,787040.584305,1404.966090,3420.396729,1202.111193,22.619853,19.472780,5.171342,0.999501,264908.189407,2040.227538,643.157829,6.512073,29.825897,853050.881331,1445.736501,4140.214355,1242.356830,19.971366,18.486207,356.832512,0.996285,418372.650381,2833.169214,3215.302740,6.505573,29.550907,817418.338841,1420.489002,3663.205078,1224.588302,21.465127,18.880387,19.322390,0.997662,332770.227678,2430.917677,1749.647096,6.508844,29.707579,658058.772833,1371.752687,3216.331543,1220.971200,22.045371,19.325387,4.142120,0.999519,194128.948716,1513.512760,3009.087331,6.516366,29.572992,719089.728835,1385.459136,3161.378906,1205.761228,22.486018,19.317098,341.085783,0.998064,222118.217627,2456319.717346,1.000026,0.001452,0.985000,0.000026,0.001452
WASP-12b_00184_bdf.fits,0,56319.713096,2456319.713096,2456319.712517,2456319.717961,2456319.718725,1.055180,71.361511,-19.960000,100,6.509110,29.672297,22.520063,18,32,48,0.154763,0.189690,0.156392,0.213910,0.121208,0.134228,0.127229,0.100041,0.109679,0.000228,0.000278,0.000257,0.000298,0.000233,0.000244,0.000237,0.000220,0.000225,679.054617,682.116065,607.797712,717.898712,520.892388,549.555013,537.217263,454.881134,487.062682,7192186.929202,4122.364325,2400.639145,2080.215677,6.509099,29.672305,1113081.898719,1017.876020,1509.910588,4264.226074,1253.523844,3468,23.487265,19.901982,12.976516,0.998669,455360.131770,1876.676814,2195.181793,6.513394,29.660011,1146759.027311,1515.767925,4269.904785,1242.443270,23.468062,19.878274,13.371444,0.998546,485813.588877,2745.121602,1399.648878,6.506275,29.745038,972680.472815,1482.976922,4137.734863,1272.387744,22.286880,19.464949,3.817767,0.998474,397151.062006,3796.659107,2011.470742,6.497660,29.679285,1267374.886373,1565.625786,5361.730469,1300.712224,20.390800,18.869132,27.236948,0.999648,808228.619135,1815.204559,2303.008335,6.513898,29.648486,777511.573832,1416.984964,3262.661377,1238.842293,23.588272,19.895753,18.453391,0.998506,220898.469405,2040.923513,643.702374,6.512073,29.825895,851144.144992,1459.779783,3979.086426,1274.848782,20.892898,19.016517,8.762558,0.995786,351671.793874,2833.959189,3215.898142,6.505572,29.550908,811774.681496,1428.741097,3492.491699,1259.168711,22.211419,19.369716,22.156566,0.995980,280527.524675,2431.673138,1750.144854,6.508844,29.707585,654077.538214,1384.444445,3127.446289,1253.182941,23.047457,19.802141,12.577503,0.998626,162718.178553,1514.235899,3009.687389,6.516367,29.572989,710864.604169,1396.115907,3117.677979,1244.886010,23.307509,19.762147,352.135860,0.998446,188991.017450,2456319.718725,0.998252,0.001470,0.985000,-0.001748,0.001470
