Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_T8,rel_flux_C9,rel_flux_T10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_T8,rel_flux_err_C9,rel_flux_err_T10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_T8,rel_flux_SNR_C9,rel_flux_SNR_T10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Peak_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Peak_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Peak_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Peak_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Peak_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,Angle_C11,Roundness_C11,Variance_C11,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Peak_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,Angle_C12,Roundness_C12,Variance_C12,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00139_bdf.fits,0,56319.651034,2456319.651034,2456319.650455,2456319.655902,2456319.656667,1.012180,81.089786,-20.010000,100,6.509110,29.672297,19.991433,18,32,48,0.185499,0.242050,0.196763,0.204062,0.213178,0.151076,0.166307,0.231322,0.158698,0.134489,0.123048,0.136802,0.000247,0.000321,0.000287,0.000257,0.000261,0.000257,0.000268,0.000270,0.000262,0.000222,0.000239,0.000247,751.106172,754.822710,685.030250,793.980400,817.849398,588.281695,619.678754,856.673204,606.059679,605.205319,515.822925,553.299740,6481257.771523,3637.277444,2398.017249,2080.881404,6.509098,29.672301,1202265.170027,1017.876020,1451.508340,4921.009277,1019.913245,3434,21.347175,18.367805,82.085561,0.999672,899545.002536,1874.024369,2195.723492,6.513394,29.660014,1263065.109937,1466.605217,5122.028809,1020.840544,21.461294,18.390833,85.662261,0.999617,991255.503561,2742.528531,1400.385529,6.506274,29.745032,1065599.796361,1408.675732,4810.812500,1016.653785,20.519878,17.895597,277.122677,0.999771,794776.257075,3097.965692,3874.737390,6.503423,29.480561,1322577.926857,1491.254249,6215.093262,1030.150055,18.167919,16.503616,33.641024,0.995618,1640902.596784,3794.034432,2012.348977,6.497659,29.679276,1381664.428418,1500.933479,6716.677246,1022.337643,18.498895,16.950151,85.968951,0.996608,1636854.281033,1812.563175,2303.577608,6.513897,29.648486,850649.177395,1353.038870,3737.070557,1020.909069,21.360341,18.371287,87.148714,0.999591,455254.480430,2038.513499,644.391625,6.512074,29.825889,924181.262978,1382.456800,4708.468750,1029.431829,19.119430,17.257516,3.031869,0.999620,687785.901228,677.186174,1480.185238,6.523232,29.736084,1499259.957277,1534.570930,6828.183105,1022.547303,19.453571,17.300480,71.354685,0.996305,1802530.614799,2831.204200,3216.602296,6.505573,29.550908,887686.741667,1363.425346,4074.797607,1024.297407,20.103181,17.568520,42.588128,0.999202,580943.135581,2863.776851,330.294280,6.505299,29.859536,871656.080080,1354.648826,5008.004883,1017.963205,17.324587,16.416537,338.447744,0.998842,753898.624997,2429.085252,1750.907528,6.508844,29.707571,710125.874337,1311.872929,3416.937988,1019.653892,21.139862,18.242204,86.324582,0.999661,325823.491326,1511.534798,3010.131601,6.516366,29.573001,779949.808848,1331.408569,3470.803223,1022.410594,21.401064,18.171599,310.703142,0.997811,373821.102719,2456319.656667,0.986107,0.001313,0.969711,0.001396,0.001313
WASP-12b_00140_bdf.fits,0,56319.652413,2456319.652413,2456319.651834,2456319.657281,2456319.658046,1.011950,81.173312,-20.000000,100,6.509110,29.672297,20.052603,18,32,48,0.185542,0.241163,0.195913,0.203717,0.213005,0.151528,0.166304,0.231052,0.159049,0.134257,0.123992,0.136571,0.000247,0.000320,0.000287,0.000257,0.000260,0.000257,0.000268,0.000270,0.000261,0.000222,0.000238,0.000247,751.347299,753.308462,682.077391,794.151408,818.119638,590.154783,620.729157,856.919088,608.233519,604.181686,520.427447,552.645229,6492439.169198,3640.724039,2402.414975,2082.194102,6.509098,29.672292,1204621.953468,1017.876020,1454.030023,5129.316895,1023.477216,3415,21.384182,18.364068,11.508873,0.999286,908735.045044,1878.447359,2197.015434,6.513394,29.660008,1261507.376539,1469.364190,5411.131348,1025.862505,21.520233,18.400374,11.717535,0.999139,992919.165754,2747.019741,1401.617634,6.506274,29.745026,1063585.373761,1414.041572,4985.760742,1020.840674,20.365892,17.798474,6.523845,0.999110,808012.609252,3102.287357,3875.932260,6.503423,29.480555,1322618.996762,1491.186589,6174.723633,1035.781911,18.241090,16.510501,22.395195,0.988569,1636839.673677,3798.337188,2013.539427,6.497660,29.679278,1382919.434354,1501.979335,6852.304199,1026.935576,18.646862,16.967246,59.866454,0.999675,1644780.833093,1816.982842,2304.860124,6.513897,29.648481,854330.500295,1354.035162,3901.962646,1023.891999,21.584995,18.391980,8.029575,0.999101,456693.249992,2042.994530,645.591890,6.512073,29.825874,925759.595938,1382.224488,4911.224609,1033.282259,19.223406,17.179037,5.920942,0.995421,713832.265658,681.582467,1481.395671,6.523231,29.736079,1500093.474819,1535.209299,7308.148438,1025.949374,19.504283,17.311059,44.652917,0.998332,1836454.155236,2835.571545,3217.854179,6.505573,29.550904,890914.998700,1362.789534,4143.223145,1027.388818,20.174663,17.590374,22.126712,0.995720,581550.312722,2868.162123,331.408784,6.505299,29.859528,871653.178030,1357.375209,5102.096191,1022.200243,17.492304,16.343470,353.719670,0.994000,775869.587823,2433.474842,1752.207104,6.508844,29.707561,716204.693460,1310.151278,3594.604736,1021.092277,20.981332,18.260362,11.142777,0.999004,334159.648095,1515.938061,3011.394817,6.516367,29.573001,780136.630504,1333.671398,3444.135010,1026.592137,21.511998,18.219717,339.284607,0.997061,368819.511712,2456319.658046,0.986339,0.001313,0.969742,0.001596,0.001313
WASP-12b_00141_bdf.fits,0,56319.653792,2456319.653792,2456319.653214,2456319.658661,2456319.659425,1.011773,81.238279,-19.980000,100,6.509110,29.672297,20.056433,18,32,48,0.185429,0.241331,0.196672,0.204157,0.212950,0.151326,0.166227,0.231621,0.158322,0.134731,0.123631,0.137084,0.000249,0.000323,0.000290,0.000259,0.000263,0.000258,0.000271,0.000272,0.000263,0.000224,0.000240,0.000250,745.639793,747.192542,678.629007,788.553362,810.340388,585.611226,614.005771,850.999194,601.532971,600.827424,514.780159,549.399383,6418428.962450,3629.477775,2401.363663,2079.880762,6.509098,29.672306,1190162.138427,1017.876020,1447.339506,4804.893066,1017.133248,3361,21.431547,18.466291,25.605964,0.999861,830443.476870,1877.343219,2194.752282,6.513394,29.660015,1247827.486954,1465.192881,4768.773926,1019.039248,21.563795,18.510318,31.064611,0.999832,910243.317100,2745.814188,1399.406826,6.506274,29.745030,1054862.668806,1408.314364,4640.702148,1014.241484,20.422898,18.002177,8.200289,0.999889,739758.892778,3101.171290,3873.715583,6.503423,29.480562,1310366.240933,1487.382181,5928.209961,1027.251119,18.404506,16.742619,26.827339,0.992269,1503684.377977,3797.212146,2011.331590,6.497659,29.679283,1366803.722424,1499.199146,6221.493652,1021.205029,18.481770,17.123422,73.746559,0.999120,1518432.359304,1815.927483,2302.607690,6.513897,29.648487,843613.695573,1347.274592,3623.938232,1016.283097,21.694633,18.515832,26.061801,0.999828,413948.196986,2041.813076,643.338419,6.512073,29.825882,914843.592786,1381.567395,4424.457031,1028.091722,18.974660,17.372688,3.988538,0.997335,655595.795826,680.451568,1479.089368,6.523231,29.736088,1486641.051382,1531.362833,6504.787598,1020.656573,19.316906,17.409497,53.741729,0.998111,1700179.897758,2834.487305,3215.649805,6.505573,29.550907,877285.012795,1357.562635,3893.931885,1021.409180,20.372351,17.780138,29.447261,0.997836,526056.484467,2867.001199,329.197493,6.505299,29.859534,864763.570350,1353.670562,4841.764160,1014.400561,17.370625,16.588048,352.521500,0.996868,715996.789031,2432.373935,1749.897128,6.508844,29.707575,706209.076865,1306.428298,3278.536621,1016.017187,21.141386,18.353570,11.918830,0.999847,303627.188850,1514.920725,3009.185018,6.516366,29.573002,773787.428670,1330.173258,3252.002686,1018.581471,21.502124,18.343455,331.525612,0.998493,343989.973278,2456319.659425,0.985736,0.001322,0.969778,0.000958,0.001322
WASP-12b_00142_bdf.fits,0,56319.655171,2456319.655171,2456319.654593,2456319.660040,2456319.660804,1.011649,81.284266,-19.980000,100,6.509110,29.672297,20.387755,18,32,48,0.184740,0.240540,0.196463,0.203558,0.213065,0.151439,0.166812,0.230935,0.158839,0.134647,0.123794,0.136606,0.000248,0.000323,0.000290,0.000259,0.000263,0.000259,0.000271,0.000272,0.000264,0.000224,0.000241,0.000250,743.667044,745.582736,678.033711,786.619078,810.724012,584.503829,616.107797,850.246227,602.501089,599.943395,514.197554,547.491248,6413385.384176,3629.308740,2400.077637,2080.693419,6.509098,29.672298,1184806.485913,1017.876020,1445.243961,4661.215332,1019.348085,3356,21.794064,18.690289,10.620526,0.999941,791895.108673,1876.099702,2195.546259,6.513393,29.660009,1243552.864294,1464.168247,5033.077148,1019.950807,21.890063,18.684337,39.915332,0.999972,881321.663479,2744.545209,1400.149689,6.506274,29.745034,1053098.750706,1407.251226,4582.169434,1014.802282,20.615533,18.181235,345.836191,0.999842,709759.241518,3099.951658,3874.513008,6.503423,29.480555,1305496.361578,1486.129878,5989.700684,1028.962344,18.720694,16.947872,24.988375,0.994356,1428972.311560,3795.954322,2012.164494,6.497659,29.679276,1366467.997449,1497.638095,6310.345215,1022.538888,19.040643,17.312604,84.635804,0.998887,1453977.813492,1814.655101,2303.348605,6.513897,29.648486,843497.030171,1349.906022,3639.701660,1017.871946,21.834823,18.709159,19.969438,0.999943,406743.342306,2040.508911,644.131232,6.512073,29.825890,916881.560226,1378.791875,4391.786133,1027.908328,19.334882,17.595406,358.236144,0.998151,628161.277709,679.271786,1479.931973,6.523231,29.736086,1481074.428514,1527.046848,6363.306641,1021.472367,19.663623,17.635575,60.255253,0.998692,1627581.990430,2833.306479,3216.363242,6.505572,29.550907,879064.989702,1357.545998,3824.567383,1019.940428,20.683395,18.023215,28.625397,0.998890,505157.012115,2865.751296,330.035155,6.505298,29.859538,863545.399758,1353.884908,4701.950195,1014.931632,17.755155,16.783712,344.828514,0.996623,679322.908225,2431.190885,1750.674057,6.508843,29.707573,706479.662169,1308.475275,3308.731934,1015.070604,21.489560,18.571396,7.027199,0.999986,290511.033579,1513.589903,3009.887895,6.516366,29.573002,770810.526908,1330.182423,3331.758789,1020.473075,21.830628,18.531395,326.851401,0.998079,331769.018074,2456319.660804,0.982072,0.001321,0.969818,-0.002746,0.001321
WASP-12b_00143_bdf.fits,0,56319.656551,2456319.656551,2456319.655972,2456319.661419,2456319.662183,1.011577,81.310971,-19.980000,100,6.509110,29.672297,19.949329,18,32,48,0.185611,0.241084,0.196289,0.203861,0.212956,0.151167,0.166342,0.230924,0.158665,0.134128,0.124225,0.136745,0.000248,0.000321,0.000288,0.000257,0.000261,0.000257,0.000269,0.000270,0.000262,0.000223,0.000239,0.000248,749.343845,750.400160,681.559337,791.889471,815.342679,588.410795,617.249263,854.211221,604.624780,601.711482,519.758755,552.092552,6458695.040026,3633.177393,2401.543480,2081.744164,6.509098,29.672296,1198806.726337,1017.876020,1450.733550,5288.434570,1016.551646,3441,21.211936,18.463444,26.443800,0.999795,899148.394236,1877.475926,2196.589915,6.513394,29.660009,1254618.805804,1467.416782,5372.968262,1018.282772,21.186199,18.445473,31.294900,0.999837,998780.414174,2746.057626,1401.180356,6.506274,29.745029,1059755.035282,1409.121254,5041.615234,1013.755619,20.436685,17.917597,4.178618,0.999775,794161.628578,3101.379937,3875.504333,6.503423,29.480552,1316678.627721,1488.624868,6365.189941,1026.989493,18.438941,16.676293,26.560412,0.992127,1585024.240625,3797.400099,2013.079908,6.497660,29.679282,1375420.857308,1499.028493,6998.733887,1019.994015,18.493841,17.057251,77.247013,0.999078,1601871.465804,1816.012493,2304.490571,6.513897,29.648477,848130.963089,1348.149561,3952.748779,1016.786889,21.443371,18.411885,39.589871,0.999703,455641.771552,2041.848709,645.095653,6.512073,29.825882,921127.839112,1383.739357,4793.341797,1028.580750,19.078057,17.312414,4.695532,0.997414,693311.564855,680.515021,1480.873229,6.523232,29.736089,1491464.677963,1531.230490,7223.969238,1020.427708,19.170611,17.347869,54.993073,0.997792,1828272.021428,2834.645792,3217.414656,6.505573,29.550904,884437.705490,1361.661458,4204.148926,1019.970598,20.268118,17.726950,27.834116,0.997677,566022.381688,2867.168745,330.958270,6.505298,29.859532,866292.892149,1354.734712,4965.891113,1014.884518,17.351607,16.486874,353.111222,0.996930,749275.717189,2432.513918,1751.733858,6.508844,29.707568,713676.740126,1306.919910,3572.657471,1013.214048,20.899753,18.300202,34.422671,0.999747,334624.675058,1515.027628,3010.984035,6.516366,29.573001,776947.951122,1329.150037,3484.606445,1019.498108,21.412832,18.269840,331.144463,0.998341,366830.459157,2456319.662183,0.986706,0.001317,0.969863,0.001843,0.001317
WASP-12b_00144_bdf.fits,0,56319.657930,2456319.657930,2456319.657351,2456319.662798,2456319.663562,1.011557,81.318218,-19.990000,100,6.509110,29.672297,20.284101,18,32,48,0.185020,0.240689,0.196027,0.204470,0.212898,0.151608,0.166474,0.230941,0.158828,0.134574,0.124106,0.136720,0.000248,0.000321,0.000288,0.000258,0.000262,0.000258,0.000270,0.000271,0.000263,0.000224,0.000240,0.000248,746.883425,749.685716,680.101357,792.548153,814.026019,588.252373,616.482478,853.594516,604.604902,601.902212,517.993075,552.192887,6434361.937351,3623.713657,2399.083826,2079.372856,6.509098,29.672291,1190486.410003,1017.876020,1446.071963,4974.427246,1014.411541,3560,21.597035,18.614527,355.708758,0.998949,852009.163786,1875.176634,2194.216547,6.513393,29.660003,1248242.997135,1461.260986,5203.538574,1015.984410,21.786518,18.650664,357.821214,0.999253,932255.466432,2743.561671,1398.776021,6.506274,29.745027,1054584.196397,1405.623141,4944.789551,1011.140604,20.620317,18.132698,348.447084,0.998309,754237.375244,3099.011074,3873.154037,6.503423,29.480565,1315632.528968,1485.469258,5910.202148,1023.270981,18.873577,16.882875,15.897278,0.992329,1493581.130380,3795.050089,2010.782736,6.497659,29.679278,1369865.415460,1495.567705,6672.800781,1019.436241,18.779499,17.221396,290.988169,0.999930,1527402.687913,1813.699263,2302.026803,6.513897,29.648480,847078.656254,1346.638254,3783.467041,1012.873521,21.818063,18.625245,357.461563,0.999052,427693.727591,2039.569698,642.780746,6.512073,29.825871,918284.165149,1381.204621,4795.072266,1024.852883,19.093964,17.450814,356.712550,0.994571,674961.449732,678.255240,1478.548553,6.523231,29.736079,1485956.257423,1526.473715,6916.459473,1018.106809,19.551934,17.557889,37.083625,0.999132,1740967.806375,2832.319223,3215.109984,6.505573,29.550902,881889.178339,1357.499953,3931.406250,1016.907867,20.643107,17.944987,11.620351,0.997503,528346.967081,2864.791799,328.654368,6.505298,29.859522,865900.638735,1353.431977,5001.430176,1011.190125,17.506393,16.636811,347.557175,0.992316,729594.834632,2430.156262,1749.324841,6.508844,29.707566,710382.780937,1305.672026,3472.481689,1011.910606,21.410581,18.531913,357.573472,0.999234,310238.565431,1512.625477,3008.633644,6.516366,29.572995,773899.963141,1323.440301,3475.520264,1015.707364,21.728229,18.510859,334.313261,0.995737,349747.126090,2456319.663562,0.983563,0.001317,0.969913,-0.001350,0.001317
WASP-12b_00145_bdf.fits,0,56319.659309,2456319.659309,2456319.658730,2456319.664177,2456319.664941,1.011590,81.305957,-20.000000,100,6.509110,29.672297,20.523563,18,32,48,0.185640,0.241300,0.196494,0.203905,0.212740,0.151110,0.166371,0.230928,0.158928,0.134576,0.123618,0.136773,0.000248,0.000322,0.000289,0.000258,0.000262,0.000258,0.000271,0.000271,0.000263,0.000224,0.000240,0.000249,747.322585,749.009304,679.391134,789.929621,812.387769,585.266558,613.932960,850.966023,603.806557,601.402298,515.912897,549.649449,6417486.437666,3623.960887,2402.147250,2079.789108,6.509098,29.672300,1191342.379144,1017.876020,1445.237177,4612.623047,1012.815658,3382,21.915173,18.692342,333.373550,0.999939,800178.713214,1878.107609,2194.610470,6.513394,29.660015,1247516.104160,1460.691205,4726.099121,1013.488798,22.027383,18.703581,329.564226,0.999936,876690.640023,2746.589620,1399.217825,6.506274,29.745035,1053910.091590,1405.563477,4499.317383,1009.677964,20.695964,18.207114,336.561376,0.999524,708130.800096,3102.007036,3873.603967,6.503423,29.480559,1308554.664091,1482.602052,5822.581543,1021.401822,18.979435,16.959517,24.465491,0.996337,1414140.143985,3798.057527,2011.224102,6.497660,29.679280,1365254.252268,1493.268809,6126.367676,1016.757911,19.196917,17.330294,271.293745,0.998881,1434439.583178,1816.672257,2302.525521,6.513897,29.648480,842444.479932,1346.645917,3537.645508,1010.951374,21.930779,18.716776,333.616792,0.999917,400466.756282,2042.470122,643.209535,6.512074,29.825884,915389.692619,1382.960865,4244.145020,1022.816544,19.534749,17.591271,354.256234,0.997943,618964.396856,681.248990,1479.017241,6.523231,29.736085,1481979.441117,1527.269648,6405.546875,1015.785997,19.863464,17.658751,64.628374,0.999201,1604539.359200,2835.248235,3215.531506,6.505574,29.550904,880051.969281,1356.119522,3796.858643,1015.707389,20.670623,18.005383,23.119222,0.998951,506199.221754,2867.842385,329.072902,6.505298,29.859535,863641.099789,1350.694844,4577.974121,1009.340716,17.931001,16.776167,342.426052,0.995693,678122.223009,2433.168358,1749.781520,6.508844,29.707572,706039.604727,1303.118052,3267.973389,1010.371447,21.662739,18.552574,325.940782,0.999956,292977.310687,1515.646085,3009.077950,6.516366,29.572997,772134.495358,1326.895712,3177.917236,1013.176456,21.874524,18.555450,323.959693,0.996815,329622.498006,2456319.664941,0.986859,0.001321,0.969969,0.001890,0.001321
WASP-12b_00146_bdf.fits,0,56319.660688,2456319.660688,2456319.660109,2456319.665556,2456319.666320,1.011676,81.274272,-20.000000,100,6.509110,29.672297,20.960347,18,32,48,0.185042,0.240883,0.196457,0.204709,0.213263,0.151482,0.166229,0.231301,0.158914,0.134570,0.123721,0.136838,0.000250,0.000325,0.000292,0.000261,0.000265,0.000261,0.000273,0.000274,0.000266,0.000226,0.000242,0.000251,739.245401,741.319913,673.170112,783.536690,806.279021,579.939415,609.573586,845.039979,597.843843,594.826448,511.806595,545.401565,6343164.394131,3614.173126,2400.757717,2080.138376,6.509098,29.672299,1173754.864083,1017.876020,1440.057830,4400.364258,1013.455775,3483,22.294908,19.047395,351.270049,0.999224,690997.899689,1876.750046,2194.995424,6.513394,29.660009,1231348.259612,1457.506353,4538.499512,1014.896394,22.538436,19.111098,349.956131,0.999407,749095.845970,2745.252061,1399.627685,6.506275,29.745031,1041538.853718,1401.997527,4317.408691,1010.967798,21.314101,18.574886,344.770148,0.998839,622286.271876,3100.714267,3873.995037,6.503422,29.480550,1298500.761145,1482.912842,5548.030273,1021.905464,19.321190,17.420541,16.606207,0.994174,1242814.420765,3796.695908,2011.493594,6.497660,29.679289,1352762.761493,1490.260462,5811.866211,1017.167886,19.466193,17.713738,297.754474,0.999823,1279500.506009,1815.232908,2302.781572,6.513898,29.648488,834470.106641,1346.201057,3435.367188,1011.077617,22.491631,19.133215,345.065896,0.999128,342362.585870,2041.232154,643.619095,6.512073,29.825887,904126.988579,1375.223413,4162.921875,1024.247266,19.973804,17.937560,354.943586,0.995922,552075.275163,679.919807,1479.381911,6.523232,29.736092,1467181.819978,1521.726953,6122.105469,1017.063412,20.374513,18.062117,40.498470,0.999501,1401565.551286,2833.924867,3215.835903,6.505573,29.550904,869793.980127,1353.925461,3618.692627,1015.499233,21.121378,18.407586,11.088170,0.998536,436962.493836,2866.493080,329.445861,6.505298,29.859540,853599.461782,1350.108581,4393.223633,1010.682929,18.179542,17.197390,344.732632,0.993647,598758.878597,2431.766856,1750.092389,6.508844,29.707577,698376.768040,1299.170285,3083.771240,1010.859514,21.994428,18.894513,349.588501,0.999273,255608.665966,1514.276264,3009.302481,6.516366,29.573003,763509.437413,1322.070817,3098.292969,1014.874162,22.454038,18.964947,333.337833,0.996625,285239.571799,2456319.666320,0.983682,0.001331,0.970031,-0.001349,0.001331
WASP-12b_00147_bdf.fits,0,56319.662067,2456319.662067,2456319.661488,2456319.666935,2456319.667699,1.011813,81.223371,-20.000000,100,6.509110,29.672297,20.420846,18,32,48,0.184998,0.240877,0.196647,0.203961,0.212941,0.150679,0.167254,0.231328,0.158775,0.134964,0.123716,0.136620,0.000249,0.000323,0.000291,0.000259,0.000263,0.000259,0.000272,0.000273,0.000265,0.000225,0.000241,0.000250,742.115217,745.407107,676.763641,786.672269,808.807971,581.796296,614.703209,847.081878,599.965433,600.517617,514.023257,547.522185,6385400.807154,3620.053643,2399.617249,2081.071507,6.509098,29.672293,1181288.914336,1017.876020,1444.049984,4722.633301,1014.487840,3472,21.825130,18.732591,331.681835,0.999798,769992.647322,1875.570288,2195.894458,6.513394,29.660009,1239523.618085,1458.869268,4809.669922,1016.253912,21.845833,18.772680,336.130805,0.999896,840001.418841,2744.150906,1400.561801,6.506274,29.745025,1049325.657635,1404.856640,4643.346191,1011.906195,20.623609,18.234091,325.339865,0.999325,697745.767433,3099.466317,3874.799132,6.503423,29.480542,1302373.530551,1481.781842,5923.760742,1024.146466,18.808177,17.071960,15.979920,0.996212,1369402.411773,3795.536188,2012.450993,6.497660,29.679275,1359713.817790,1493.983395,6262.125977,1018.172901,19.023695,17.425847,283.332873,0.999017,1406459.433290,1814.106288,2303.782424,6.513897,29.648476,836157.108434,1345.020462,3604.744629,1014.971958,21.914074,18.724315,323.963637,0.999747,388094.556138,2039.977219,644.479362,6.512073,29.825884,914952.828182,1379.163075,4477.347168,1023.998305,19.347513,17.650635,349.518795,0.997688,611653.985744,678.720384,1480.338474,6.523231,29.736078,1477123.883977,1529.540044,6545.710938,1018.601503,19.759310,17.764734,67.914229,0.999667,1560996.231316,2832.700827,3216.664440,6.505573,29.550902,874926.485617,1357.465236,3875.256592,1016.299113,20.734556,18.076835,10.905115,0.999311,484868.107040,2865.264957,330.357869,6.505298,29.859534,861797.543653,1349.362910,4726.803711,1011.998780,17.674379,16.867523,338.853662,0.994500,672669.681255,2430.605599,1751.006204,6.508844,29.707573,703001.847255,1302.242310,3337.477783,1011.424355,21.624511,18.627419,334.570986,0.999817,280230.928647,1513.052241,3010.338985,6.516367,29.572989,767513.261945,1324.065302,3248.341797,1016.070640,21.869366,18.599499,324.710630,0.996778,318846.956998,2456319.667699,0.983447,0.001325,0.970099,-0.001651,0.001325
WASP-12b_00148_bdf.fits,0,56319.663446,2456319.663446,2456319.662867,2456319.668314,2456319.669078,1.012004,81.153587,-20.000000,100,6.509110,29.672297,19.845123,18,32,48,0.185168,0.240780,0.196657,0.203694,0.212715,0.151421,0.166276,0.231220,0.158641,0.134057,0.124076,0.136658,0.000248,0.000321,0.000289,0.000258,0.000261,0.000257,0.000270,0.000271,0.000263,0.000223,0.000240,0.000248,746.850732,749.677224,680.221662,789.942496,813.950567,588.046909,615.625087,852.757922,604.103180,600.821742,516.411932,551.561325,6426951.632954,3622.385342,2400.310278,2081.293182,6.509098,29.672304,1190068.283315,1017.876020,1445.396595,5031.866211,1011.376861,3515,21.223410,18.418832,346.373452,0.999722,837109.103220,1876.266691,2196.146536,6.513394,29.660014,1247185.998722,1459.605543,5094.277832,1012.256959,21.446246,18.453094,344.444330,0.999883,906839.452774,2744.857964,1400.783856,6.506274,29.745022,1056194.584466,1407.143997,4808.337402,1008.315179,19.991548,17.907179,338.550652,0.999264,753597.523143,3100.440688,3875.381216,6.503423,29.480560,1309130.119750,1483.925637,5890.481934,1019.690221,18.251788,16.894617,18.548307,0.995135,1457952.235759,3796.324882,2012.884599,6.497660,29.679276,1367107.449016,1492.419534,6867.288086,1014.864813,18.242756,17.078425,276.481800,0.999641,1541055.732569,1814.817296,2304.020973,6.513897,29.648486,845195.447852,1344.012175,3801.180420,1010.372668,21.396774,18.418186,348.328235,0.999807,422131.131783,2040.667107,644.620089,6.512074,29.825869,916290.538683,1380.288548,4709.469238,1023.146802,18.684199,17.319669,356.277914,0.996778,660663.731176,679.141540,1480.449012,6.523232,29.736081,1486037.710330,1528.144481,6707.395020,1014.422842,19.304059,17.441400,58.620005,0.999042,1663700.169661,2833.565007,3217.222330,6.505573,29.550905,879976.631573,1355.691110,4086.145264,1012.790819,20.130748,17.849100,15.897671,0.998874,518543.256966,2866.042729,330.460479,6.505299,29.859519,861578.335741,1349.274708,4963.496582,1010.628855,17.123289,16.509174,347.004830,0.995510,717661.000891,2431.358210,1751.318159,6.508844,29.707567,709409.593811,1308.231858,3396.851074,1008.864709,21.000840,18.367838,343.369615,0.999793,306891.360539,1513.660960,3010.749816,6.516368,29.572992,772698.837847,1322.965915,3441.553955,1012.357351,21.345817,18.309739,327.999746,0.997186,346984.710816,2456319.669078,0.984351,0.001318,0.970174,-0.000823,0.001318
